Gene;(Intercept);Selection;WNL-NL;C_NL1_G9_C;C_NL2_G9_C;C_NL3_G9_C;W_NL1_G9_C;W_NL2_G9_C;W_NL3_G9_C;meanWNL9;meanNL9;meanWNL9DIVmeanNL9;C_NL1_G23_C;C_NL2_G23_C;C_NL3_G23_C;W_NL1_G23_C;W_NL2_G23_C;W_NL3_G23_C;meanWNL23;meanNL23;meanWNL23DIVmeanNL23
gene-LOC117901926;0;3.39E-05;1039.644264;4870.048562;5359.999419;6419.645752;5447.031625;6019.425074;8302.169826;6589.542175;5549.897911;1.187326737;6492.178702;8421.509859;6416.724696;5911.669268;7567.69889;6144.43475;6541.267636;7110.137753;0.919991688
gene-LOC117897761;0;3.45E-05;130.815813;528.1010768;458.1436315;575.3560481;588.9549501;646.9597613;718.1334842;651.3493985;520.5335855;1.251310994;578.7741668;601.6791995;447.7639959;403.6209618;537.7820243;493.154199;478.1857284;542.7391207;0.881059998
gene-LOC117892264;0;3.47E-05;132.8352351;1970.861505;1365.998803;1093.176491;2083.254442;1484.611565;1260.676497;1609.514168;1476.678933;1.089955394;1605.826446;1625.133519;1871.96611;1573.149171;1685.176361;1694.939882;1651.088471;1700.975358;0.970671599
gene-LOC117902197;0;3.47E-05;54.70131404;283.085605;193.0012026;224.6101495;367.6960124;203.7531415;293.3517454;288.2669664;233.5656524;1.23420102;248.9091406;375.7996329;214.2279487;289.3427377;257.07682;201.0380856;249.1525478;279.6455741;0.890958309
gene-LOC117898955;0;3.48E-05;-185.7866966;3021.206715;3193.888834;3124.625923;2861.401817;2942.230193;2978.729371;2927.453794;3113.24049;0.940323693;3201.986518;3152.319261;3571.998201;3285.701565;3310.809193;3839.716365;3478.742374;3308.767993;1.051370897
gene-LOC117893363;0;3.53E-05;-128.7832748;1387.119464;1595.539068;1570.058139;1306.175951;1493.318964;1366.871932;1388.788949;1517.572224;0.915138619;1739.947391;1532.183078;1690.837759;1992.97981;1757.951784;1830.446216;1860.45927;1654.322742;1.124604784
gene-LOC117897788;0;3.57E-05;93.92106185;870.7322746;541.5276462;766.7725795;1007.957383;599.0690656;853.7692374;820.2652286;726.3441667;1.129306555;723.7697827;763.5928711;621.5368813;846.9556328;758.9437003;658.6496397;754.8496576;702.9665117;1.073805999
gene-LOC117895667;0;3.58E-05;47.3856214;194.2552944;146.1562505;177.0326302;224.465589;193.3042625;241.8311879;219.8670131;172.4813917;1.274728891;270.658483;189.8987507;216.0668153;261.7862865;216.4359992;186.5988861;221.6070573;225.5413497;0.982556226
gene-LOC117899724;0;3.58E-05;146.3892034;516.3871897;536.843151;386.1524246;632.7791841;644.3475415;601.42365;626.1834585;479.7942551;1.305108287;629.5226324;578.691456;474.4275603;699.4475704;725.8639625;483.1578301;636.1564543;560.8805496;1.134210225
gene-LOC117895122;0;3.61E-05;46.35562181;174.7321493;161.1466352;158.2229132;208.4323326;202.8824016;221.8538289;211.0561877;164.7005659;1.281453932;259.7838118;254.8641128;204.1141829;235.0403191;285.4308811;239.9128536;253.4613513;239.5873692;1.057907819
gene-LOC117891722;0;3.64E-05;55.76479381;286.990234;194.8750007;252.271498;361.2827098;214.2020206;325.9463837;300.477038;244.7122442;1.22787905;219.9100175;272.8545207;201.3558832;233.4193514;214.5457285;216.5879928;221.5176909;231.3734738;0.957403143
gene-LOC117894689;0;3.68E-05;-399.8931652;1805.890928;3008.382824;1898.674959;1610.807822;2256.957875;1645.503518;1837.756405;2237.64957;0.821288744;2199.100175;1792.044526;2263.644677;2450.90319;2269.270018;2140.333652;2286.83562;2084.929793;1.096840588
gene-LOC117897063;0;3.72E-05;230.2319926;952.7294843;1017.472359;1297.87047;1095.605851;1382.734994;1480.427446;1319.58943;1089.357438;1.211346602;1330.334776;1217.350939;1235.718297;856.6814391;1209.773271;1660.507945;1242.320885;1261.13467;0.985081859
gene-LOC117898961;0;3.77E-05;-126.4962786;1110.86696;1345.387024;1074.366774;944.8932411;1178.981853;1027.256829;1050.377308;1176.873586;0.892514982;1340.00115;1268.323761;1422.363248;1348.645142;1242.853009;1486.126843;1359.208331;1343.56272;1.011644869
gene-LOC117902990;0;3.84E-05;-908.3619967;11204.33301;12108.48322;12466.41653;10852.37678;10996.57446;11205.19552;11018.04892;11926.41092;0.923836098;13900.24638;11492.87228;13611.28993;14029.4756;13593.88199;13883.84569;13835.73443;13001.46953;1.06416697
gene-LOC117903478;0;3.87E-05;380.5445379;2662.957001;2027.449527;1952.891202;2877.435074;2586.968305;2320.527964;2594.977114;2214.432576;1.171847426;1938.108066;1965.951803;2577.171418;2125.088679;2566.987659;2485.763733;2392.613357;2160.410429;1.107480933
gene-LOC117903676;0;3.88E-05;129.7188771;1373.453263;1172.060701;1727.174598;1469.715166;1292.178043;1899.951985;1553.948398;1424.229521;1.091080037;1325.501589;1721.082361;1102.400474;1364.854819;1563.253898;1217.33559;1381.814769;1382.994808;0.999146751
gene-LOC117893870;0;3.90E-05;23.25672008;40.0224476;27.17007221;38.72588785;50.23753658;59.21031462;66.24071669;58.56285596;35.30613589;1.658716098;42.29038797;67.9637634;30.34129746;45.38709611;54.81785133;53.31396746;51.17297163;46.86514961;1.091919519
gene-LOC117900979;0;3.92E-05;-1236.552081;10998.36383;13758.36243;14378.36893;10586.22473;12185.13445;12654.07977;11808.47965;13045.03173;0.905208963;18863.92963;14560.23684;19421.18867;19497.8102;19103.07605;18898.69076;19166.52567;17615.11838;1.088072487
gene-LOC117891219;0;4.00E-05;-141.1952886;1256.314392;1327.585942;1062.195781;1131.947899;1098.00304;992.5593105;1074.170083;1215.365372;0.883824822;1202.255315;1131.396767;1304.675791;1424.02014;1404.471157;1360.616878;1396.369392;1212.775958;1.151382811
gene-LOC117893125;0;4.02E-05;-423.1816063;2149.498283;2723.565515;2237.249864;1867.339923;2006.184778;1967.244142;1946.922948;2370.104554;0.821450237;3388.064225;2221.815383;3696.121691;3452.66124;3198.338085;3536.493175;3395.830833;3102.000433;1.094722875
gene-LOC117902132;0;4.03E-05;443.3806742;1815.652501;2336.62621;2023.704254;2129.216444;3126.827056;2250.081488;2502.041663;2058.660988;1.215373331;2263.139905;2469.683226;1189.746634;1077.133049;2065.120779;1447.252075;1529.835301;1974.189922;0.774917998
gene-LOC117892619;0;4.03E-05;-336.5986514;3723.063784;3975.262635;2896.696411;3415.083603;3418.52493;2751.618343;3195.075625;3531.674277;0.904691479;4467.073267;3226.279827;4219.279214;4898.564444;3909.079881;4170.707246;4326.117191;3970.877436;1.089461274
gene-LOC117899767;0;4.06E-05;288.1396577;536.8864922;901.2968783;875.2050655;607.1259739;1383.605734;1187.075701;1059.269136;771.1294786;1.373659244;673.0213172;1121.402096;570.9680522;395.5161232;651.1982684;658.6496397;568.4546771;788.4638218;0.72096482
gene-LOC117901490;0;4.07E-05;-82.63710104;691.119339;608.0474782;612.975482;628.5036491;521.5732127;514.1541343;554.7436654;637.3807664;0.870348926;896.556225;758.5955356;970.9215188;1014.725792;793.9137089;858.5770177;889.0721727;875.3577598;1.015667209
gene-LOC117896768;0;4.15E-05;40.05113582;108.3534557;113.3647841;144.945466;135.7482371;157.6039257;193.4649503;162.2723711;122.2212352;1.327693757;97.87204074;87.95310558;93.78219215;140.2137076;140.8251698;118.8457191;133.2948655;93.20244616;1.430164883
gene-LOC117894249;0;4.16E-05;367.1710419;6338.189079;6908.693535;4918.187757;6513.777615;7367.330471;5385.475411;6422.194499;6055.023457;1.060639078;4769.147466;4458.622773;6284.326307;5419.705566;5651.909499;6599.824889;5890.479985;5170.698849;1.13920384
gene-LOC117889786;0;4.19E-05;35.35776569;93.71109681;105.8695917;79.66468358;116.5083295;168.9235447;99.88679501;128.4395564;93.08179071;1.379856956;170.3698487;119.9360531;31.26073072;61.59677329;123.8127332;46.64972153;77.353076;107.1888775;0.721652076
gene-LOC117894085;8.04E-167;4.19E-05;1840.934286;1296.336839;2825.68751;3484.223453;1772.209269;3986.247358;7370.594032;4376.35022;2535.415934;1.726087685;2642.5451;3674.041092;2322.488406;2136.435453;3178.490242;2918.939719;2744.621804;2879.691533;0.953095765
gene-LOC117895094;0;4.21E-05;109.0400019;628.6452745;636.1544494;764.5596716;699.049977;808.9173866;848.5120376;785.4931338;676.4531318;1.161193728;674.229614;743.603529;676.7028767;745.6451504;697.5099014;811.9272961;751.694116;698.1786732;1.076650068
gene-LOC117899660;0;4.30E-05;935.9383316;9006.026867;7623.547504;10236.91184;10478.26747;8456.626112;10739.40762;9891.433735;8955.495404;1.104509945;9870.576553;11024.12221;9868.277141;9546.689376;8401.308284;9699.809955;9215.935872;10254.3253;0.898736445
gene-LOC117891024;0;4.34E-05;-296.2149166;2343.753578;2699.20614;2072.388227;2147.387468;2195.135341;1884.180386;2075.567731;2371.782648;0.875108743;2913.203583;2184.8351;2795.077099;3255.713662;2730.496078;2710.126679;2898.778806;2631.038594;1.101762176
gene-LOC117895396;0;4.36E-05;-157.0975339;2076.286489;2360.048687;2444.15675;1928.266298;2200.35978;2280.573246;2136.399775;2293.497309;0.931503066;2798.415387;2771.522293;3079.181976;2740.245928;2962.054243;3062.221006;2921.507059;2883.039885;1.013342574
gene-LOC117900176;0;4.38E-05;339.4659424;2818.166005;2400.335345;2662.128176;2992.874519;2704.518194;3201.63464;2966.342451;2626.876509;1.129227979;3012.28392;3879.931316;2984.48035;2798.600765;2868.485841;2626.823605;2764.636737;3292.231862;0.839745453
gene-LOC117896982;0;4.38E-05;-137.595803;929.3017101;1199.230774;874.0986115;862.5891919;963.9090925;763.3454019;863.2812287;1000.877032;0.862524767;1412.498958;907.5161348;816.4567317;1411.862883;1014.13025;976.3120291;1134.10172;1045.490608;1.084755532
gene-LOC117896887;1;4.43E-05;-170.8571505;1343.192388;1312.595558;1082.111952;1192.874273;1114.547099;917.9070742;1075.109482;1245.966632;0.862871809;1313.418621;1019.456451;1375.472152;1362.423367;1294.835454;1347.288386;1334.849069;1236.115741;1.079873854
gene-LOC117892050;0;4.52E-05;185.5418054;624.7406454;511.5468769;638.4239226;709.7388146;794.1148079;827.4832387;777.1122871;591.5704816;1.313642772;787.8095131;476.7458109;378.8065016;469.2701544;506.5925571;507.5933985;494.48537;547.7872752;0.902695978
gene-LOC117894572;0;4.54E-05;130.1011727;1159.674823;1545.883419;1676.277717;1246.318461;1650.05215;1875.768866;1590.713159;1460.611986;1.089073056;1639.658757;1757.063177;1805.766916;1534.245945;1732.433129;1649.400868;1638.693314;1734.16295;0.944947714
gene-LOC117890134;0;4.54E-05;27.70236167;46.85554841;54.34014443;61.96142056;82.30404928;66.17623399;97.78391512;82.08806613;54.38570447;1.509368444;44.70698157;73.96056605;45.97166282;64.02822487;46.31163302;38.87476794;49.73820861;54.87973681;0.906312812
gene-LOC117903838;0;4.56E-05;-191.0068701;1619.444892;1706.093155;1670.745447;1338.242464;1605.644414;1479.376006;1474.420961;1665.427831;0.885310629;1845.069212;1330.290722;1687.160025;1933.814488;1705.024203;1824.892678;1821.24379;1620.839987;1.123641942
gene-LOC117892149;0;4.61E-05;-205.8573363;3437.049707;4305.051098;4049.621415;3158.551502;4172.585701;3843.013008;3724.716737;3930.574073;0.947626649;3964.421798;3921.908935;4182.501883;4124.552359;4552.717067;4321.763487;4333.010971;4022.944206;1.077074588
gene-LOC117896739;0;4.71E-05;-90.84272725;661.8346212;790.7427914;725.8337837;627.4347653;659.1501202;619.2981291;635.2943382;726.1370654;0.874895896;815.6003395;726.6125881;819.2150314;1010.673372;911.1104946;905.2267392;942.3368687;787.142653;1.197161487
gene-LOC117896114;0;4.82E-05;-174.0379756;1630.182622;1868.17669;1703.939065;1395.962187;1780.663138;1503.559125;1560.061483;1734.099459;0.899637835;1442.706378;1389.259281;1289.964859;1436.177398;1532.064431;1496.123212;1488.12168;1373.976839;1.083076248
gene-LOC117902144;0;4.84E-05;215.6249886;4223.832457;3943.408067;4177.970072;4365.321263;4156.041643;4470.722657;4330.695188;4115.070199;1.05239886;5089.346118;6037.780804;5304.210456;5415.653146;5733.191141;5567.977477;5572.273921;5477.11246;1.017374385
gene-LOC117895660;8.34E-111;4.92E-05;16.61350743;17.57083065;13.11658659;16.59680908;32.06651271;20.8977581;44.1604778;32.3749162;15.76140877;2.054062341;39.87379437;32.98241459;25.74413118;12.96774175;24.57351956;24.43556842;20.65894324;32.86678005;0.628566084
gene-LOC117890558;0;4.99E-05;-170.3837131;669.6438793;896.6123831;837.5856315;610.3326252;650.442721;631.9154085;630.8969182;801.2806313;0.787360749;833.7247914;787.5800818;869.7838606;876.1330517;695.6196307;824.1450803;798.6325876;830.3629113;0.961787403
gene-LOC117898425;0;5.01E-05;-160.6803086;2222.710078;2594.273447;2486.202;2091.805512;2381.473684;2347.865403;2273.714866;2434.395175;0.933995799;2531.381794;2302.772219;2497.180724;2795.35883;2968.67019;2753.444278;2839.157766;2443.778246;1.161790261
gene-LOC117902199;0;5.05E-05;117.714794;1439.831956;928.4669505;1265.783306;1608.670054;1002.221649;1376.334891;1329.075532;1211.360738;1.097175672;1333.959666;1624.134052;1294.562025;1346.21369;1110.534057;1176.239407;1210.995718;1417.551914;0.85428668
gene-LOC117897489;0;5.07E-05;-26.65933835;61.49790728;86.19471185;74.13241389;52.37530409;40.05403636;49.41767753;47.28233933;73.94167768;0.639454511;68.87291755;59.96802653;32.18016397;92.39515994;66.15947575;56.64609043;71.73357537;53.67370269;1.336475253
gene-LOC117889619;0;5.07E-05;-272.4079165;6229.835624;6286.592571;4876.142508;6099.050717;5908.841104;4567.455132;5525.115651;5797.523567;0.953013056;5687.453034;5110.275327;6577.625516;6635.431354;7082.844446;7260.695944;6992.990581;5791.784626;1.207398243
gene-LOC117897585;0;5.08E-05;-119.2033946;1228.981988;1601.160463;1240.334865;1098.812502;1453.264928;1160.789702;1237.622377;1356.825772;0.912145393;1616.701117;1470.216117;1783.700517;1709.310459;1938.472639;1799.346402;1815.709833;1623.539251;1.118365221
gene-LOC117890510;0;5.14E-05;-156.0810211;1399.809509;1538.388227;1384.173877;1333.966929;1307.851361;1212.310259;1284.709516;1440.790538;0.891669874;1655.366615;1437.233703;1755.198086;1741.729813;1649.261217;1700.493421;1697.161484;1615.932801;1.050267364
gene-LOC117903699;0;5.23E-05;-228.77804;1523.78148;1475.615991;1476.009554;1391.686652;1129.349677;1268.036577;1263.024302;1491.802342;0.846643196;1774.987998;1393.25715;1805.766916;1988.92739;1847.739644;1749.364557;1862.010531;1658.004021;1.123043435
gene-LOC117892623;0;5.24E-05;80.48475714;533.9580204;396.3082947;728.0466916;626.3658816;485.8728759;787.5285207;633.2557594;552.7710022;1.14560235;502.6514685;597.6813311;465.2332277;493.5846702;503.757151;546.4681665;514.6033292;521.8553424;0.986103403
gene-LOC117902351;0;5.33E-05;48.4605732;207.9214961;165.8311304;198.055255;265.0831717;197.6579621;254.4484673;239.0632004;190.6026272;1.254249241;241.6593598;282.8491918;170.0951524;192.8951585;241.9546542;161.05261;198.6341409;231.534568;0.857902742
gene-LOC117902163;0;5.39E-05;-2352.907231;26062.42264;33187.77476;26906.74688;24520.19338;29082.71336;25495.31585;26366.0742;28718.98143;0.918071355;45098.46973;32617.6091;45202.09718;48281.33397;44565.02286;44630.45501;45825.60395;40972.72534;1.118441685
gene-LOC117897628;0;5.40E-05;217.3452662;1455.450472;1077.433898;1473.796646;1548.812564;1298.273222;1811.63103;1552.905605;1335.560339;1.162737137;1495.871437;1609.142045;1294.562025;1357.560464;1458.343873;1371.723954;1395.876097;1466.525169;0.95182553
gene-LOC117896614;0;5.41E-05;320.50767;1659.467339;1455.004212;1384.173877;1752.969361;1900.825247;1806.37383;1820.056146;1499.548476;1.213736118;2253.473531;1965.951803;1554.761637;1662.302395;2088.749163;1657.175822;1802.74246;1924.72899;0.936621451
gene-LOC117893460;0;5.41E-05;23.26903738;32.21318953;33.72836551;45.36461148;53.44418785;68.78845376;58.88063706;60.37109289;37.10205551;1.627163025;60.41483996;123.9339215;64.36032795;34.85080594;77.50110016;58.86750574;57.07313728;82.9030298;0.688432466
gene-LOC117903798;0;5.50E-05;-335.9851906;2490.177166;2187.659263;1499.245087;2286.342356;1663.113249;1219.670339;1723.041981;2059.027172;0.836823333;2249.84864;1921.97525;2430.062097;2311.499966;2059.449966;2462.438872;2277.796268;2200.628662;1.035066164
gene-LOC117902931;0;5.51E-05;-256.1446434;5726.138478;6117.950744;6690.726967;5599.882003;5794.774174;6371.726082;5922.12742;6178.272063;0.958541055;7374.235366;6148.721654;7226.745395;7714.185371;7907.002487;7611.679563;7744.28914;6916.567471;1.119672319
gene-LOC117891805;0;5.52E-05;146.9213509;547.624222;653.0186322;752.3886783;638.1236029;735.7752332;1019.896749;797.9318617;651.0105108;1.225681995;583.607354;576.6925218;433.0530638;411.7258004;501.8668803;533.1396746;482.2441184;531.1176465;0.907979845
gene-LOC117896714;0;5.57E-05;28.99613775;49.78402018;81.51021664;55.32269693;85.51070056;101.8765708;86.2180757;91.20178233;62.20564459;1.466133547;107.5384151;100.946178;56.08542864;58.35483785;93.56840141;94.41015071;82.11112999;88.19000725;0.93107068
gene-LOC117895387;0;5.68E-05;-89.4667996;899.040835;618.3533677;836.4791776;810.2138878;552.9198498;722.3392439;695.1576605;784.6244601;0.885975006;842.182869;969.4830956;901.9640245;807.2419237;886.536975;1010.743966;901.5076217;904.5433297;0.996643933
gene-LOC117892409;0;5.71E-05;46.84866047;189.3745081;227.6664672;231.2488732;246.9121479;266.4464158;275.4772662;262.9452766;216.0966162;1.216794975;274.2833734;245.8689088;203.1947497;205.0524164;234.3935712;245.4663919;228.3041265;241.1156773;0.946865542
gene-LOC117891723;0;5.81E-05;496.1164633;9350.610379;5716.021055;9673.726785;9940.61894;6306.769247;9981.319422;8742.902536;8246.786073;1.060158765;8025.50734;10414.44727;7697.495223;7608.011985;6906.104132;7940.449029;7484.855049;8712.483279;0.859095485
gene-LOC117892592;0;5.93E-05;117.3802262;899.040835;1504.659861;1262.463944;1056.057152;1594.324795;1367.923372;1339.435106;1222.05488;1.096051518;1470.497205;1666.11167;1850.819145;1439.419334;1653.041758;1744.921727;1612.46094;1662.476007;0.969915315
gene-LOC117901048;0.000278579;5.95E-05;12.15399125;0.976157258;8.432091377;9.958085448;3.206651271;20.02701818;32.59463837;18.60943594;6.455444694;2.882750426;0;5.996802653;19.30809838;0;5.670812207;16.66061483;7.443809013;8.434967012;0.882494146
gene-LOC117894316;0;6.04E-05;50.05620385;256.729359;152.7145438;213.5456102;295.0119169;208.977581;269.1686266;257.7193748;207.663171;1.241045168;273.0750766;253.8646456;216.9862485;282.048383;204.1492394;228.805777;238.3344665;247.9753236;0.961121708
gene-LOC117902495;0;6.14E-05;-115.0006459;1099.153073;1562.747602;1213.779971;1054.988268;1385.347214;1090.343226;1176.892903;1291.893549;0.910982878;1458.414237;1389.259281;1372.713852;1657.439492;2044.327801;1539.44081;1747.069368;1406.79579;1.241878445
gene-LOC117896655;0.631099402;6.15E-05;11.6874431;1.952314517;0;0;35.27316398;1.741479842;0;12.33821461;0.650771506;18.95936515;0;0;0;2.431451577;15.12216588;0;5.851205821;0;#DIV/0!
gene-LOC117896242;0;6.17E-05;170.6364266;1333.430815;1182.366591;1489.287001;1467.577398;1442.816049;1606.60024;1505.664562;1335.028136;1.127814854;1137.007288;1513.193203;1202.618699;1262.733852;1330.750598;1306.192203;1299.892218;1284.273063;1.012161864
gene-LOC117899424;0;6.28E-05;141.0009513;840.4713995;464.7019248;754.6015861;1025.059523;631.2864427;826.4317987;827.5925881;686.5916368;1.205363631;743.1025315;984.4751022;581.081818;827.5040201;647.4177269;594.2285957;689.7167809;769.5531506;0.896256198
gene-LOC117893243;0;6.30E-05;28.51571543;48.80786292;53.40324539;80.77113752;86.57958431;75.75437312;106.1954347;89.50979738;60.99408194;1.467516102;80.95588555;113.9392504;124.1234896;93.2056438;127.5932747;137.7277493;119.5088892;106.3395419;1.123842431
gene-LOC117902988;0;6.30E-05;122.1676349;1455.450472;1024.030653;1526.906435;1534.917075;1179.852593;1658.120797;1457.630155;1335.46252;1.091479643;1277.169717;1553.171887;1034.362413;1388.358851;1222.060031;1235.106913;1281.841931;1288.234672;0.995037596
gene-LOC117899353;0;6.31E-05;9565.466249;38465.47677;39225.15219;57119.57813;41473.75865;51154.22888;70878.6183;54502.20194;44936.73569;1.212865178;35714.83679;41107.08272;32274.8656;30665.46729;35975.63264;36662.23829;34434.44607;36365.59504;0.946896264
gene-LOC117892307;1.12E-180;6.36E-05;66.25086906;173.755992;268.890025;431.5170361;221.2589377;364.8400269;486.8166957;357.6385534;291.3876844;1.227363312;231.9929854;274.8534549;256.5218785;222.8830613;244.7900603;366.5335263;278.0688826;254.4561063;1.092797051
gene-LOC117890836;0;6.39E-05;-648.4748954;6919.978805;8103.239813;6391.984403;6438.955752;6990.300085;6040.522498;6489.926112;7138.401007;0.909156841;7834.596446;6473.548464;7565.096834;8591.93939;8145.1766;7700.536175;8145.884055;7291.080581;1.117239614
gene-LOC117896648;0;6.44E-05;-1120.239954;10995.43536;14727.11604;11067.85875;10332.89928;12718.02729;10378.76372;11143.2301;12263.47005;0.908652286;13267.09886;10620.3375;14270.52357;12692.17723;11845.38156;12895.31588;12477.62489;12719.31998;0.980997798
gene-LOC117890864;0;6.49E-05;-290.4033652;3187.153449;4265.701338;3333.745717;3039.905405;3753.759799;3121.725204;3305.130136;3595.533501;0.91923219;4167.41566;3721.016046;4782.8918;4367.697517;4072.5883;4813.806979;4418.030932;4223.774502;1.045991193
gene-LOC117891454;0;6.54E-05;-493.8939027;6413.353188;6318.447139;5133.946275;6188.836953;5626.721369;4568.506572;5461.354965;5955.248867;0.917065783;6929.582143;6448.561786;6800.128364;6691.354741;6552.623505;6349.915666;6531.297971;6726.090765;0.971039226
gene-LOC117900025;0;6.56E-05;-21.52015172;62.47406454;46.84495209;50.89688118;41.68646652;28.73441739;25.23455874;31.88514755;53.40529927;0.597040893;44.70698157;64.96536207;41.37449654;60.78628943;71.83028795;36.65335263;56.42331;50.34894673;1.12064529
gene-LOC117897226;5.96E-274;6.66E-05;167.4622445;145.4474315;118.0492793;288.784478;260.8076367;359.6155874;434.2446983;351.5559741;184.0937296;1.909657515;224.7432047;135.9275268;171.0145857;118.3306434;81.28164163;221.0308234;140.2143695;177.228439;0.791150508
gene-LOC117903826;0;6.66E-05;-715.2907077;3179.344191;3800.999413;2772.77357;2832.541956;2608.736803;2165.966292;2535.74835;3251.039058;0.779980894;3676.84716;2700.560128;3937.932637;3984.338651;3236.143499;3879.701841;3700.06133;3438.446642;1.076085138
gene-LOC117898513;0;6.68E-05;-173.3437512;2763.501199;2440.622004;2241.67568;2515.08348;2224.740498;2185.943651;2308.58921;2481.932961;0.930157763;3055.782605;2423.707739;3097.570641;3084.701568;2952.602889;3038.896145;3025.400201;2859.020328;1.058194715
gene-LOC117898850;0;6.82E-05;142.656046;401.2006332;364.4537273;419.3460427;450.0000617;546.8246704;616.1438092;537.6561804;395.0001344;1.361154424;387.8632725;399.7868435;285.9437427;403.6209618;345.9195446;348.7622038;366.1009034;357.8646196;1.023015083
gene-LOC117899507;0;6.94E-05;80.90026839;135.6858589;141.4717553;192.5229853;182.7791224;275.153815;254.4484673;237.4604683;156.5601999;1.516735853;148.6205063;184.9014151;238.1332134;101.3104824;180.5208552;214.3665775;165.399305;190.5517116;0.868002201
gene-LOC117892219;0;6.95E-05;116.6192057;1391.024093;1004.355773;1294.551108;1475.059585;1103.22748;1461.501527;1346.596197;1229.976991;1.094814136;1524.870561;1640.125526;981.9547178;1691.479814;1668.163924;1024.072458;1461.238732;1382.316935;1.057093851
gene-LOC117899445;0;6.95E-05;-205.3778454;1008.370448;1599.286665;1040.066702;903.2067746;1214.68219;913.7013144;1010.530093;1215.907938;0.831090958;1013.761015;831.5566345;1240.315463;1266.786272;1080.289725;1135.143224;1160.73974;1028.544371;1.128526657
gene-LOC117903064;0;6.99E-05;-748.0449813;3394.098788;5615.772857;3832.756443;3161.758153;4347.604425;3089.130566;3532.831048;4280.876029;0.825258901;3453.312252;2898.454616;3937.932637;4546.003966;3812.676074;3965.22633;4107.96879;3429.899835;1.197693515
gene-LOC117902436;0;7.06E-05;-140.0249505;871.7084318;961.258417;1119.731386;814.4894228;825.4614451;892.6725154;844.2077944;984.2327449;0.857731872;1116.466242;936.500681;1207.215866;1059.302404;1215.444083;1135.143224;1136.629904;1086.727596;1.045919794
gene-LOC117894358;0;7.17E-05;57.05490585;223.5400122;230.4771643;216.864972;280.0475443;250.7730972;311.2262245;280.6822887;223.6273828;1.255133808;479.6938293;563.6994494;410.0672324;507.3628958;436.6525399;378.7513105;440.9222487;484.486837;0.910080966
gene-LOC117896065;0;7.18E-05;-126.3409531;1396.881037;1560.873804;1578.90977;1340.380231;1436.72087;1380.540651;1385.880584;1512.221537;0.91645341;1669.866176;1676.106342;1723.937356;1689.048362;1982.894002;1717.154035;1796.365466;1689.969958;1.062957041
gene-LOC117898254;0;7.21E-05;-134.8200453;1727.798347;1786.666473;1876.54588;1643.943218;1636.120311;1706.487035;1662.183521;1797.003567;0.924975082;2237.765672;1884.994967;2419.028898;2346.350772;2383.631398;2283.61494;2337.865703;2180.596512;1.072122096
gene-LOC117891274;0;7.26E-05;51.31130806;215.7307541;157.399039;299.8490174;242.6366128;219.4264601;364.8496618;275.6375782;224.3262702;1.228735172;188.4943007;255.8635799;185.7255178;153.1814494;182.411126;279.8983292;205.1636348;210.0277994;0.976840377
gene-LOC117901902;0;7.26E-05;-98.83123183;973.2287867;1090.550485;874.0986115;847.6248193;1033.568286;760.1910821;880.4613958;979.2926277;0.899078959;1029.468873;834.5550359;1042.637313;1297.584658;1013.185114;740.8420062;1017.203926;968.8870738;1.049868404
gene-LOC117901619;0;7.27E-05;-417.4777217;5833.515777;6685.711563;5323.149899;5466.271533;5986.336957;5137.335584;5529.981358;5947.459079;0.929805701;5523.124669;5030.317959;6319.264771;5877.628946;6395.731034;6134.438381;6135.932787;5624.2358;1.090980714
gene-LOC117903342;0;7.50E-05;-58.13758728;442.1992381;321.3563714;290.9973859;361.2827098;255.9975368;262.8599869;293.3800778;351.5176651;0.834609771;559.441418;434.7681923;586.5984176;485.4798316;308.1141299;482.0471225;425.2136947;526.9360093;0.80695509
gene-LOC117901227;1.49E-44;7.53E-05;-105.1497491;477.3408994;120.8599764;102.9002163;226.6033565;94.91065138;64.1378368;128.5506149;233.700364;0.550065959;289.9912318;58.96855942;36.77733026;133.7298368;48.20190376;59.97821339;80.6366513;128.5790405;0.627136826
gene-LOC117894412;0;7.67E-05;-137.0074911;1773.677739;2123.950128;1707.258427;1583.016844;2035.789935;1575.057041;1731.28794;1868.295431;0.926667117;1760.488436;1459.221979;1605.330466;1868.165295;1830.727207;1907.085044;1868.659182;1608.34696;1.161850787
gene-LOC117896197;0;7.73E-05;-262.0617333;1858.60342;2063.988589;1541.290337;1634.323264;1623.929953;1419.443929;1559.232382;1821.294115;0.856112348;2596.629821;1834.022145;2346.39367;2484.133028;1951.704534;2048.144917;2161.327493;2259.015212;0.956756502
gene-LOC117903890;0;7.83E-05;-93.88873814;871.7084318;919.0979601;815.4565528;808.0761203;839.3932838;677.1273262;774.8655768;868.7543149;0.891927169;851.8492434;786.5806147;808.1818324;966.09676;913.0007653;1024.072458;967.7233279;815.5372302;1.1866084
gene-LOC117896508;0;8.04E-05;59.28595025;276.2525041;294.1862992;355.1717143;319.5962433;387.4792648;396.3928602;367.8227895;308.5368392;1.192151934;258.575515;308.8353366;257.4413118;263.4072542;369.5479288;254.3520531;295.7690787;274.9507211;1.075716686
