Gene;(Intercept);Generation ;Selection;Generation:Selection;C_NL1_G23_C;C_NL2_G23_C;C_NL3_G23_C;W_NL1_G23_C;W_NL2_G23_C;W_NL3_G23_C;C_NL1_G9_C;C_NL2_G9_C;C_NL3_G9_C;W_NL1_G9_C;W_NL2_G9_C;W_NL3_G9_C;meanWNL9;meanNL9;meanWNL23;meanNL23;meanWNL9DIVmeanNL9;meanWNL23DIVmeanNL23
gene-LOC117897428;0;1.49E-06;0.060696586;0.000812449;111.6530826;109.4840967;104.5380699;80.51989656;81.96459753;80.36987052;122.006498;99.04918147;132.5456341;130.227059;136.7245105;117.146046;128.0325385;117.8671045;80.95145487;108.5584164;1.086244877;0.745694876
gene-LOC117894599;0;0.315881037;0.558822778;0.000817555;936.9650438;921.9713407;1066.288313;1166.778878;1062.807615;1091.777722;1154.925918;1047.94034;952.4518131;937.4102952;984.5999986;963.9446074;961.9849671;1051.77269;1107.121405;975.0748992;0.914632007;1.13542191
gene-LOC117892491;3.77E-53;0.804839168;0.030109758;0.000818707;9.208501659;10.56425495;16.55186107;2.278864997;7.285742003;0;5.169766866;4.952459074;7.037821279;8.981176481;8.258527481;5.578383145;7.606029036;5.720015739;3.188202333;12.10820589;1.329721697;0.263309227
gene-LOC117896284;0;0.623066829;0.227764022;0.000820229;306.1826801;169.9884659;216.0453445;439.0613227;264.1081476;261.9849026;342.2385665;271.3947572;287.3777022;289.6429415;281.7075485;200.8217932;257.3907611;300.3370087;321.7181243;230.7388302;0.857006475;1.394295551
gene-LOC117896339;0;0.006700572;0.119271801;0.000835222;1781.845071;1047.782013;1662.155312;2149.729314;1279.558439;1506.152249;1577.812847;1316.363622;1659.752852;1469.545002;938.7192904;1142.452868;1183.572387;1517.97644;1645.146667;1497.260799;0.779704056;1.098770948
gene-LOC117898424;0;0.166749921;0.073222164;0.000835839;5751.860348;5702.776897;6521.433261;6447.668698;7618.153982;7230.157053;6651.422049;6244.0604;6281.255491;6598.91942;5817.673803;5803.749824;6073.447682;6392.24598;7098.659911;5992.023502;0.950127342;1.184684925
gene-LOC117902747;0;0.118663116;0.345089122;0.000837933;34.53188122;45.13818022;40.0729268;32.66373162;31.87512126;29.22540746;22.74697421;15.84786904;34.01613618;31.43411768;33.03410992;47.97409505;37.48077422;24.20365981;31.25475345;39.91432941;1.548558132;0.783045936
gene-LOC117897919;0;8.25E-31;3.34E-10;0.000839795;752.7950106;729.893978;773.5817174;635.8033341;455.3588752;550.063919;493.195759;431.8544312;449.2475916;454.6720594;368.8808942;422.8414424;415.4647986;458.0992606;547.0753761;752.0902353;0.906931825;0.727406567
gene-LOC117901996;0;0.202170361;0.284203757;0.000842269;1364.009308;1179.355007;1387.742878;1327.818672;1545.488022;1373.594151;1329.664038;1464.937394;1422.812869;1190.005884;1296.588815;1142.452868;1209.682522;1405.804767;1415.633615;1310.369064;0.860491123;1.080331987
gene-LOC117891050;0;0.403033309;0.463906243;0.000853982;1479.115579;1752.705934;1428.686955;1259.452722;1142.950777;1082.383841;1362.750546;1145.99903;950.1058726;1568.337943;1076.361415;1521.782922;1388.827427;1152.951816;1161.59578;1553.502823;1.204584101;0.747726855
gene-LOC117903502;0;3.79E-05;0.002737995;0.000854441;2520.827329;3014.654207;2581.219176;1946.150707;2075.525753;2043.690993;2014.141171;1763.07543;1982.31966;2284.586767;1722.361787;1843.097791;1950.015448;1919.84542;2021.789151;2705.566904;1.015714821;0.747270063
gene-LOC117899589;0;0.415575787;0.092680902;0.000854844;1496.38152;1236.017829;1503.605906;1851.197999;1771.346024;1581.303297;1417.550075;1552.100674;1727.785124;1414.535296;1439.736624;1535.171041;1463.147654;1565.811957;1734.615773;1412.001751;0.934433823;1.228479902
gene-LOC117892300;0;0.014777243;0.246903439;0.000855984;866.7502186;810.5664703;947.8118339;1000.421734;1095.593454;1044.808317;940.8975696;1113.3128;1265.63486;847.5985304;1096.548927;1097.825803;1013.991087;1106.615076;1046.941168;875.0428409;0.916299722;1.196445613
gene-LOC117896105;0;0.841006798;0.873321805;0.00085703;1906.159843;1861.229644;2170.036101;2103.392392;2248.562126;2179.380385;2119.604415;2293.979043;2188.762418;1974.736179;2148.134759;1821.899935;1981.590291;2200.781959;2177.111634;1979.141863;0.900402824;1.100028085
gene-LOC117898905;0;0.001363736;0.974711716;0.000864794;8939.152985;8431.235833;8742.867247;9345.625352;8972.391277;9143.377478;9326.259426;10034.67257;9489.329024;9170.903834;9460.602037;8775.912364;9135.806078;9616.753675;9153.798035;8704.418688;0.949988571;1.051626578
gene-LOC117901089;0;0.104005913;0.596652462;0.000902662;568.6249774;515.7277187;568.8613304;560.6007892;694.8776435;610.6022631;621.4059773;668.5819749;641.6147066;611.8426478;587.2730653;570.1107574;589.7421568;643.8675529;622.0268986;551.0713422;0.915937065;1.128759293
gene-LOC117898388;0;7.77E-16;0.005590798;0.000918225;1217.824344;1095.801354;1068.901765;1027.008492;703.0741033;819.3551735;682.4092263;665.6104995;616.9823321;855.4570598;551.4861129;631.472972;679.4720482;655.000686;849.8125896;1127.509154;1.037360819;0.753707929
gene-LOC117896493;0;0.076603792;0.884149858;0.000929489;992.2160537;968.0699077;1045.380699;1013.335302;1077.379099;1126.221952;1152.858011;1146.989521;1052.154281;1072.127942;999.2818252;1040.926295;1037.445354;1117.333938;1072.312118;1001.888887;0.92850071;1.07029046
gene-LOC117889885;0;0.235337147;0.382107727;0.000938393;292.3699277;237.2155429;260.4740242;391.9647795;302.3582931;231.7157306;353.6120536;391.2442668;293.2425533;327.8129416;271.6137927;213.0942361;270.8403235;346.0329579;308.6796011;263.3531649;0.782700946;1.172112745
gene-LOC117899403;0;0.014207823;0.326411973;0.000945131;235.967855;254.5025055;170.7455142;186.8669297;166.6613483;188.921384;220.2320685;169.3741003;225.2102809;226.7747062;296.3893752;362.5949044;295.2529952;204.9388166;180.816554;220.4052916;1.440688495;0.820382091
gene-LOC117896004;0;0.000246066;0.598280114;0.000955175;5131.437549;4703.014224;5492.604423;5375.082906;5754.825465;5787.674442;4295.042312;5533.877769;5338.18744;4141.445005;4657.809499;4428.12054;4409.125015;5055.702507;5639.194271;5109.018732;0.872109268;1.103772479
gene-LOC117890150;0;2.77E-22;1.56E-06;0.000955816;1029.05006;2035.059657;1662.155312;1067.26844;1824.167654;2173.117798;552.1311013;1038.035422;1126.051405;866.6835304;1491.123017;1445.916911;1267.90782;905.4059759;1688.184631;1575.421676;1.400374918;1.071576363
gene-LOC117893363;0;0.007035933;0.771416234;0.000962281;1657.530299;1472.272985;1602.045921;1867.909676;1693.935016;1720.123982;1469.247743;1686.80756;1664.444732;1371.874708;1573.708292;1450.379618;1465.320872;1606.833345;1760.656225;1577.283068;0.911930834;1.116258876
gene-LOC117898502;0;0.025898941;0.436129396;0.000963247;2361.980675;1833.378426;2291.126032;2461.174197;2512.670273;2479.984576;2156.826736;2246.435436;2324.826962;1990.453238;2058.208571;2125.363978;2058.008596;2242.696378;2484.609682;2162.161711;0.917649226;1.149132218
gene-LOC117889743;0;1.46E-05;0.766126044;0.000973598;54.09994724;120.0483516;100.182317;44.81767827;71.94670228;76.19481231;74.44464287;90.13475514;144.2753362;160.5385296;147.7358805;148.3849917;152.2198006;102.9515781;64.31973095;91.44353863;1.478557235;0.703381911
gene-LOC117903885;0;2.63E-26;0.000225058;0.000973782;2953.626907;2791.844466;2826.883641;2543.972958;2210.31198;2446.58411;2146.487203;1881.934448;2018.681737;2212.737356;1670.975394;2119.785595;2001.166115;2015.701129;2400.289683;2857.451671;0.992789102;0.840010597
gene-LOC117890974;0;0.000416941;0.391841531;0.000977419;383.3038815;408.1643956;345.8467813;326.6373162;345.1620274;308.9543075;273.9976439;208.9937729;268.6101788;328.9355886;258.7671944;379.3300539;322.344279;250.5338652;326.9178837;379.1050195;1.286629569;0.862341217
gene-LOC117891821;0;2.06E-27;0.000595057;0.000989645;4517.921126;4499.41222;4689.403586;3963.705851;3300.441127;3910.985777;3003.634549;2873.416754;2996.938895;3251.185886;2472.970174;3145.092417;2956.416159;2957.996733;3725.044252;4568.912311;0.999465661;0.815302199
gene-LOC117897440;1.11E-08;1.67E-13;0.061866395;0.000995188;28.77656768;65.3063033;8.711505826;96.47195153;127.5004851;14.61270373;15.5093006;36.64819714;1.172970213;5.613235301;29.36365327;5.578383145;13.5184239;17.77682265;79.52838011;34.26479227;0.760452201;2.320994083
