Gene;(Intercept);Generation ;Selection;Generation:Selection;C_NL1_G23_C;C_NL2_G23_C;C_NL3_G23_C;W_NL1_G23_C;W_NL2_G23_C;W_NL3_G23_C;C_NL1_G9_C;C_NL2_G9_C;C_NL3_G9_C;W_NL1_G9_C;W_NL2_G9_C;W_NL3_G9_C;meanWNL9;meanNL9;meanWNL23;meanNL23;meanWNL9DIVmeanNL9;meanWNL23DIVmeanNL23
gene-LOC117893856;0;0.177943895;0.106022293;6.94E-05;1896.951342;1650.904932;1735.331961;2216.57602;2091.918673;1822.412908;2013.107218;2056.261007;2008.125005;1966.877649;1982.046595;1766.116104;1905.01345;2025.831077;2043.635867;1761.062745;0.94036145;1.160456022
gene-LOC117892947;0;4.06E-11;0.705524382;7.02E-05;599.7036705;519.5692659;657.7186899;719.3617173;665.7346755;648.1777869;533.5199405;530.9036127;572.409464;511.9270594;464.3127673;487.5506869;487.9301712;545.6110057;677.7580599;592.3305421;0.894282128;1.144222713
gene-LOC117895997;0;0.78085526;0.111383267;7.03E-05;8383.189697;8994.982892;7817.705328;7304.521937;6575.382158;6571.541621;7360.714063;6817.555161;7305.258487;7753.000597;6916.975572;8820.539429;7830.171866;7161.175904;6817.148572;8398.625973;1.093419848;0.811698079
gene-LOC117890398;0;0.198407066;0.790276815;7.15E-05;5642.509391;6270.365503;6551.923532;5804.269147;6587.221488;6741.675243;5861.481672;6722.467946;6837.243372;5589.659712;6209.495052;6856.948562;6218.701109;6473.730997;6377.721959;6154.932809;0.960605424;1.036196845
gene-LOC117898885;0;2.67E-19;0.621666842;7.16E-05;11279.26347;10245.40652;11653.38134;11656.39446;12329.2969;12459.41746;10089.31702;9815.773884;9953.825229;9404.414423;9568.880508;8779.259393;9250.851441;9952.972043;12148.36961;11059.35045;0.929456187;1.098470445
gene-LOC117903699;0;8.89E-05;0.397058644;7.25E-05;1690.911117;1338.779218;1710.939744;1864.111567;1780.453202;1643.92917;1614.001215;1560.024608;1564.742264;1461.686472;1190.145571;1345.506015;1332.446019;1579.589363;1762.831313;1580.210026;0.843539499;1.115567731
gene-LOC117889660;2.29E-72;0.158538209;0.03163487;7.34E-05;26.47444227;17.28696264;47.91328204;6.076973325;5.464306502;6.262587313;4.135813493;12.87639359;4.691880852;4.490588241;17.43466913;13.38811955;11.77112564;7.234695979;5.93462238;30.55822898;1.62703805;0.194207013
gene-LOC117895250;0;0.293824721;0.378543606;7.35E-05;812.6502714;814.4080176;787.5201267;878.8822671;853.3425321;867.3683429;955.3729168;845.8800098;789.4089534;807.1832362;802.912394;696.1822165;768.7592822;863.55396;866.5310474;804.8594719;0.890227268;1.076624029
gene-LOC117901076;1.61E-283;4.03E-08;1.99E-06;7.50E-05;85.17864034;148.859956;84.50160651;25.82713663;2.732153251;11.48141007;156.1269593;109.9445914;192.367115;96.54764717;79.83243232;203.0531465;126.477742;152.8128886;13.34689999;106.1800676;0.827664101;0.125700617
gene-LOC117895473;0;1.24E-15;0.379920043;7.56E-05;619.2717365;649.2214857;596.7381491;693.5345807;699.4312323;699.32225;769.2613096;930.071814;781.1981619;716.2488244;833.1936614;755.3130778;768.2518545;826.8437619;697.4293543;621.7437905;0.929137873;1.121731113
gene-LOC117900031;0;0.094191811;0.638483769;7.67E-05;757.3992614;701.0823736;864.181378;853.0551305;951.7000491;877.8059884;881.9622273;937.9957485;970.0463663;784.730295;889.1681255;816.6752924;830.1912376;930.0014474;894.187056;774.2210043;0.892677361;1.154950655
gene-LOC117899039;0;0.677144393;0.116774946;7.72E-05;432.799578;410.0851692;343.2333295;464.8884594;418.9301652;386.1928843;499.3994792;399.1682013;414.0584852;416.5020593;377.1394216;326.8932523;373.5115777;437.5420553;423.3371696;395.3726922;0.85365869;1.07072941
gene-LOC117892019;0;5.08E-19;1.09E-05;7.89E-05;4003.396096;3781.042884;4104.861545;3318.787057;2471.687975;2953.853683;2658.294122;2190.967894;2503.118435;2884.080298;1872.85051;2527.007565;2427.979457;2450.793484;2914.776238;3963.100175;0.990691167;0.735478819
gene-LOC117898601;0;5.35E-10;0.0808047;8.09E-05;217.5508517;240.0967033;260.4740242;171.6744964;236.7866151;222.3218496;179.9078869;326.8622989;340.1613618;281.7844121;502.8525622;420.6100891;401.7490211;282.3105159;210.2609871;239.3738597;1.423074943;0.878379065
gene-LOC117890113;0;0.002408494;0.786736813;8.16E-05;645.7461788;577.1924747;595.8669985;672.2651741;696.699079;725.4163638;553.1650546;676.5059094;645.1336172;516.4176477;593.6963645;547.7972248;552.637079;624.9348604;698.1268723;606.2685507;0.884311492;1.151514245
gene-LOC117895644;0;0.001495577;8.32E-06;8.25E-05;924.303354;1170.711525;1160.372576;813.5548039;941.6821539;897.6375149;733.0729416;1018.225586;993.5057705;818.4097068;925.872692;958.3662243;900.8828744;914.9347659;884.2914909;1085.129152;0.984641647;0.814918196
gene-LOC117903201;0;0.765243223;0.011503507;8.64E-05;773.5141393;715.4881758;828.4642041;970.7964887;1020.00388;920.6003351;864.38502;1005.349192;821.0791492;855.4570598;901.0971096;804.4028495;853.6523396;896.937787;970.4669014;772.4888397;0.951740859;1.256285983
gene-LOC117891712;0;4.65E-11;0.349326092;9.29E-05;2836.218511;2722.696615;2850.404706;3026.332716;2892.439575;2950.722389;2739.976439;2720.881015;2704.869311;2729.155003;2462.876418;2711.094208;2634.37521;2721.908922;2956.498227;2803.106611;0.967841058;1.054722006
gene-LOC117903329;0;4.14E-05;0.982224416;9.62E-05;376.3975053;349.5808;295.3200475;242.3193113;312.3761884;291.2103101;352.5781002;320.919348;357.755915;379.4547063;412.0087599;456.3117413;415.9250692;343.7511211;281.9686033;340.4327843;1.209959892;0.828265127
gene-LOC117894044;0;0.99162147;0.300450369;9.79E-05;507.6186539;465.7876044;402.4715692;436.7824577;390.6979149;331.9171276;499.3994792;272.385249;333.1235405;591.6350007;411.0911457;471.9312141;491.5524535;368.3027563;386.4658334;458.6259425;1.334642343;0.842660211
gene-LOC117899161;0;0.266458269;0.70044445;9.98E-05;1686.306866;1788.240246;1763.208779;1924.121679;2162.043939;1972.715004;1695.683532;2581.221669;2205.184001;1734.489708;1960.023856;1710.332272;1801.615279;2160.696401;2019.626874;1745.918631;0.83381232;1.156770332
gene-LOC117890283;0;0.623367611;0.84080638;0.000101874;699.8461261;639.6176176;671.6570992;821.1510205;673.9311353;778.648356;736.1748017;833.994108;756.5657875;643.2767655;715.7390484;671.6373306;676.8843815;775.5782324;757.9101706;670.3736143;0.872748039;1.130578762
gene-LOC117898580;0;0.000188629;0.164723466;0.00010273;1852.059896;1840.101134;1961.831112;2197.585479;2118.329487;2078.135224;2406.009499;2260.302321;2087.886979;2175.690003;2218.79105;1978.094663;2124.191905;2251.3996;2131.350063;1884.664047;0.943498393;1.130891241
gene-LOC117902354;0;7.71E-11;0.014602582;0.000104993;300.4273666;240.0967033;212.5607422;135.2126565;164.8399128;146.1270373;321.559499;293.1855772;321.3938384;354.756471;257.8495802;441.8079451;351.4713321;312.0463049;148.7265355;251.0282707;1.126343516;0.592469267
gene-LOC117900485;0;0.026371332;0.231458543;0.000105274;378.6996307;514.7673319;400.729268;347.9067229;334.2334144;334.0046567;385.6646082;409.0731195;401.1558129;441.2002946;415.6792165;502.054483;452.9779981;398.6311802;338.7149313;431.3987435;1.136333585;0.785155118
gene-LOC117894597;0;1.10E-05;0.085678827;0.000106258;2021.266114;1745.02284;2040.234664;2279.624619;2114.686616;2227.393554;1805.28259;1912.639694;2013.989856;1744.593531;1760.901582;1943.508688;1816.3346;1910.63738;2207.23493;1935.507873;0.950643288;1.140390572
gene-LOC117902820;0;0.540823658;0.696937089;0.000108414;3608.581587;2847.546901;3556.907829;3804.185301;3807.710914;3973.61165;3712.926563;3648.971845;3833.266656;3108.60971;3444.723574;3383.847216;3312.3935;3731.721688;3861.835955;3337.678772;0.887631441;1.157042429
gene-LOC117896319;0;1.16E-06;0.811953801;0.000110666;959.9862979;994.9607385;1042.767247;1137.153633;1290.487052;1214.941939;1160.095685;1634.311494;1788.779575;1015.995589;1388.350231;1448.148264;1284.164695;1527.728918;1214.194208;999.2380946;0.840571046;1.215120015
gene-LOC117903216;0;0.167970625;0.552198487;0.000115623;1100.415948;1100.603288;1376.417921;1230.587098;1310.522843;1403.863323;1273.830556;1481.775755;1432.19663;1161.939707;1276.401303;1218.318879;1218.88663;1395.934314;1314.991088;1192.479052;0.873169044;1.102737264
gene-LOC117894900;0;0.132866685;0.634490986;0.000123243;2418.382748;2282.839455;2431.381276;2627.531341;2808.653542;2440.321523;2721.365278;2859.549869;2482.004971;2500.135003;2573.907732;2392.010693;2488.684476;2687.640039;2625.502136;2377.534493;0.92597388;1.104296128
gene-LOC117900319;0;1.35E-13;0.017124739;0.000124773;75.97013868;93.15752088;81.01700418;87.35649155;71.94670228;66.80093134;78.58045636;121.8304932;119.6429617;145.9441178;178.9347621;166.2358177;163.7048992;106.6846371;75.36804172;83.38155458;1.534474913;0.903893458
gene-LOC117894602;0;8.41E-09;0.195198133;0.000127465;2312.484979;4453.313653;2668.334235;1658.254096;3858.711108;2283.75684;3478.219147;4057.054473;3063.798197;4161.652652;6369.159916;5656.480509;5395.764359;3533.023939;2600.240682;3144.710955;1.527236852;0.826861584
gene-LOC117897721;0;1.13E-12;9.63E-05;0.000128637;887.4693473;1017.049635;976.5598031;1022.450762;1213.986761;1121.003129;1170.435218;1195.52362;1209.33229;1104.684707;1316.776326;1161.419371;1194.293468;1191.763709;1119.146884;960.3595952;1.002122701;1.165341493
gene-LOC117890981;0;6.53E-15;0.634100041;0.000130845;156.5445282;188.2358154;149.8379002;140.5300081;140.2505336;147.1708019;201.6209078;167.3931167;218.1724596;241.3691179;224.8154703;240.9861519;235.72358;195.728828;142.6504479;164.8727479;1.204337564;0.865215444
gene-LOC117898682;0;3.38E-34;0.022529306;0.000132942;4668.710341;4690.529196;4973.398676;4342.757062;4019.90815;4186.539619;3579.546578;3125.001675;3401.613618;3848.434122;3183.203537;3426.242928;3485.960196;3368.720624;4183.068277;4777.546071;1.034802403;0.875568381
gene-LOC117902158;0;7.37E-05;0.279159432;0.000138779;1311.060424;1136.1376;1376.417921;1504.050898;1473.54132;1545.815302;1208.691493;1412.441328;1182.353975;1110.297942;1199.321713;1153.609634;1154.409763;1267.828932;1507.802507;1274.538648;0.910540637;1.18301827
gene-LOC117896377;2.30E-222;0.075831186;0.133029372;0.000138936;46.04250829;65.3063033;54.01133612;25.82713663;55.55378277;56.36328582;34.12046131;51.50557436;55.12960002;51.64176477;83.50288898;79.21304066;71.4525648;46.91854523;45.91473507;55.12004924;1.522906655;0.832995175
gene-LOC117899574;0;0.079986292;0.004729645;0.000139674;1759.974879;1349.343473;1382.515975;2050.218876;1850.578469;1546.859066;1971.749083;1827.457398;1482.634349;1863.59412;1805.864676;1458.189354;1709.21605;1760.61361;1815.88547;1497.278109;0.970807019;1.212791037
gene-LOC117890831;0;0.066700276;0.75127736;0.000139706;1529.762338;1392.560879;1717.908949;2114.027095;2021.793406;1828.675496;1682.242138;2524.763636;2334.210724;1643.555296;1899.461321;1746.033924;1763.016847;2180.405499;1988.165332;1546.744055;0.808572923;1.285387408
gene-LOC117899506;0;5.71E-09;0.440649817;0.000154479;1352.498681;1484.758013;1365.964114;1618.753769;1644.756257;1482.145664;1682.242138;2060.222975;1706.67166;1484.139414;1896.708478;1645.623028;1675.490306;1816.378924;1581.88523;1401.073603;0.922434347;1.129052198
gene-LOC117893460;1.74E-262;0.028224129;0.653534966;0.0001576;57.55313537;119.0879648;60.98054078;32.66373162;74.67885553;55.31952127;34.12046131;35.65770533;48.09177874;56.13235301;72.491519;62.47789122;63.70058774;39.28998179;54.22070281;79.20721366;1.621293389;0.684542484
gene-LOC117894783;0;2.00E-06;0.009252174;0.000158957;5267.262949;5490.531411;5007.373549;4414.161499;3959.800779;3964.217769;3669.500521;3723.258731;3966.985261;3874.255005;3462.158243;4547.49794;3961.303729;3786.581505;4112.726682;5255.05597;1.04614247;0.782622812
gene-LOC117895464;0;0.826528076;0.208441077;0.000160786;604.3079213;509.9653978;613.2900102;765.698639;714.0027163;617.9086149;697.9185269;665.6104995;616.9823321;680.3241185;532.2162154;587.9615835;600.1673058;660.1704528;699.2033234;575.8544431;0.909109614;1.214201491
gene-LOC117902229;0;0.280586324;0.688325685;0.000167428;1289.190232;1153.424563;1575.911404;1469.867923;1412.523231;1663.760696;1600.559822;1369.85018;1676.174435;1532.413237;1233.273437;1424.719055;1396.80191;1548.861479;1515.38395;1339.508733;0.90182494;1.131298298
gene-LOC117900814;0;5.16E-08;0.635098527;0.000169957;282.0103633;332.2938374;243.0510125;327.3969379;331.5012611;293.2978392;374.2911211;403.1301686;373.0045278;308.7279415;367.0456658;329.1246055;334.966071;383.4752725;317.3986794;285.7850711;0.873501096;1.110620223
gene-LOC117896167;0;1.52E-07;0.000264619;0.000172893;1850.908833;1670.112668;1500.121303;1261.731587;1038.218235;1274.436518;1142.518477;1014.263618;1157.7216;1119.279119;928.6255345;1289.722183;1112.542279;1104.834565;1191.462113;1673.714268;1.006976351;0.711867095
gene-LOC117899059;0;1.97E-07;0.776525124;0.000174312;6524.223425;5709.499604;6251.376581;6774.306014;7236.563244;6576.760444;5386.897074;6440.177779;5844.910572;4940.769712;5442.36961;5206.862827;5196.667383;5890.661808;6862.543234;6161.69987;0.882187359;1.113741886
gene-LOC117899271;0;3.79E-20;0.258202417;0.000175554;3834.189878;3587.044747;3859.197081;4121.707158;4182.01591;3879.672841;3503.034028;3377.577088;3471.991831;3238.836769;3274.964953;3419.548868;3311.116863;3450.867649;4061.131969;3760.143902;0.959502711;1.080046954
gene-LOC117900875;0;1.80E-15;0.852718678;0.000176308;1346.743368;1405.045908;1422.588901;1415.175163;1661.149177;1424.738614;1219.031027;1389.660016;1249.213277;1167.552943;1293.835972;1144.684221;1202.024379;1285.968107;1500.354318;1391.459392;0.93472332;1.078259507
gene-LOC117902475;0;8.39E-09;2.93E-05;0.000176812;62.1573862;80.67249231;60.98054078;82.03913989;122.9468963;121.0766881;110.6330109;108.9540996;138.4104851;112.264706;126.6307547;128.3028123;122.3994244;119.3325319;108.6875747;67.93680643;1.025700389;1.59983344
gene-LOC117893302;0;9.93E-35;0.032200549;0.000177203;1309.909361;1357.026567;1511.446261;1561.022523;1566.434531;1582.347061;1099.092436;1230.190834;1180.008034;1044.061766;1180.96943;1171.46046;1132.163885;1169.763768;1569.934705;1392.794063;0.967856858;1.127183657
gene-LOC117894184;0;0.023248985;0.037546379;0.000179173;7419.750211;6964.725169;6543.212026;6561.611948;5788.522021;5503.770484;6454.970909;5524.963342;5778.05127;7022.157361;5312.986013;6292.416187;6209.186521;5919.328507;5951.301484;6975.895802;1.048968057;0.853123621
gene-LOC117896258;0;0.000337892;0.103996214;0.000179627;1105.020199;1381.996624;1515.802014;1225.269747;1563.702377;1630.360231;1174.571032;1386.688541;1448.618213;1088.967648;1426.890026;1342.158985;1286.005553;1336.625929;1473.110785;1334.272946;0.962128241;1.104055051
gene-LOC117903399;0;1.06E-14;0.018231221;0.000182172;12049.32442;11255.73345;11268.33279;10758.52165;9367.64278;10442.86435;9556.831028;9135.306007;8695.22819;10384.48531;8553.999242;9282.429553;9406.971367;9129.121742;10189.67626;11524.46355;1.030435526;0.884177924
gene-LOC117901382;0;0.006389465;0.105075705;0.000183504;275.1039871;293.8783648;352.815986;393.4840228;429.8587782;389.324178;455.9734376;443.740333;383.5612597;388.4358828;434.949114;328.0089289;383.7979752;427.7583434;404.2223263;307.2661126;0.897230834;1.315544766
gene-LOC117895442;0;0.037869883;0.396937534;0.000184969;2115.653256;2176.236519;2330.327808;2035.786064;1828.721243;1980.021356;2053.431399;1796.752152;1800.509277;2210.492061;1829.722644;2081.85259;2040.689098;1883.564276;1948.176221;2207.405861;1.08341888;0.882563671
gene-LOC117891219;0;0.497976314;0.920855466;0.000186001;1145.307394;1087.157873;1236.162677;1334.655267;1353.326577;1278.611576;1330.697991;1403.526901;1126.051405;1188.883237;1157.111462;1053.198738;1133.064479;1286.758766;1322.197807;1156.209314;0.880557031;1.143562667
gene-LOC117898745;0;0.180532365;0.491356754;0.000187366;893.2246609;681.8746374;871.1505826;1045.999034;958.9857911;922.6878642;1114.601736;1025.159028;869.1709279;941.9008835;870.8158422;842.3358549;885.0175268;1002.977231;975.8908963;815.416627;0.882390447;1.19680034
gene-LOC117892053;0;0.458946416;0.875818704;0.000189323;1221.277532;1039.138532;1176.053287;1358.203538;1329.647916;1266.086402;1185.944519;1531.300346;1378.24;1130.50559;1244.284807;1141.337191;1172.042529;1365.161622;1317.979285;1145.489784;0.858537561;1.15058144
gene-LOC117901604;0;0.530444576;0.312688935;0.000190525;721.7163175;524.3712;586.2843421;380.5704545;406.1801167;422.7246437;358.7818205;456.6167266;580.6202555;447.936177;693.7163084;630.3572954;590.6699269;465.3396009;403.1584049;610.7906199;1.269330884;0.660059915
gene-LOC117898878;3.14E-119;0.620241095;0.154801524;0.000192332;63.3084489;85.47442637;35.71717389;28.10600163;55.55378277;34.44423022;29.98464782;67.3534434;42.22692767;41.53794123;84.42050314;44.62706516;56.86183651;46.52167296;39.36800487;61.50001639;1.222265514;0.64012999
gene-LOC117903609;0;0.014118513;0.586500293;0.000194218;2302.125415;2141.662593;2584.703779;2451.299115;2671.135162;2732.575598;2358.447644;2650.556096;2338.902605;2027.500591;2279.353585;2022.721728;2109.858635;2449.302115;2618.336625;2342.830596;0.861412164;1.117595369
gene-LOC117901376;0;2.85E-06;0.52168588;0.000197156;179.5657823;191.1169758;167.2609119;142.0492515;178.5006791;142.9957437;185.0776538;206.0222975;172.4266213;270.5579415;221.1450137;204.1688231;231.9572594;187.8421909;154.5152247;179.3145567;1.234851757;0.861699282
gene-LOC117896075;0;4.96E-07;0.149524586;0.000198126;4179.50869;3681.162655;4269.509005;4515.19118;4452.499082;4466.268519;3092.554539;4017.4348;4342.335729;2847.032945;3030.879586;3194.182189;3024.031573;3817.44169;4477.98626;4043.39345;0.792161824;1.107482197
gene-LOC117900518;0;0.684933991;0.011263841;0.000198952;1708.177058;1573.1136;1273.622152;1434.165705;1029.111058;1151.272301;1624.340749;1189.580669;1228.099813;1701.932943;1212.168311;1313.151392;1409.084216;1347.340411;1204.849688;1518.30427;1.045826433;0.793549562
gene-LOC117890610;0;0.047919343;0.812496418;0.000200227;2073.063936;1734.458585;2218.820534;2362.42338;2273.151505;2370.389298;2055.499306;2200.872812;2182.897567;1746.838826;2081.148925;1811.858845;1879.948865;2146.423228;2335.321394;2008.781018;0.875851901;1.162556482
gene-LOC117901553;0;0.002270198;0.69089035;0.00020057;1149.911645;1454.986022;1072.386367;1033.085465;1029.111058;934.1692743;940.8975696;844.8895179;839.8466726;1024.976766;933.2136054;1139.105838;1032.43207;875.2112534;998.7885991;1225.761345;1.179637563;0.81483121
gene-LOC117898425;0;0.806769216;0.217105606;0.000205168;2411.476372;2212.731218;2366.044982;2619.935125;2860.564454;2587.492325;2354.311831;2742.671835;2635.664069;2197.020297;2509.67474;2491.305913;2399.33365;2577.549245;2689.330635;2330.084191;0.93085851;1.154177452
gene-LOC117897433;0;0.155862129;0.436219569;0.000206019;719.4141921;631.9345231;776.1951691;983.710057;744.9671198;889.2873985;747.5482888;858.7564034;758.9117279;666.8523537;720.3271192;678.3313904;688.5036211;788.4054733;872.6548584;709.1812948;0.873286202;1.230510259
gene-LOC117892415;0;0.000867665;0.213869709;0.000207249;773.5141393;796.1606681;929.5176716;939.6520004;999.0573722;1051.070904;967.7803573;1175.713784;1086.170417;826.2682363;1135.088722;997.4149063;986.257288;1076.554853;996.5934255;833.0641597;0.916123582;1.196298525
gene-LOC117894036;0;2.67E-15;0.044610375;0.000219083;2744.133494;2571.915886;3074.290406;2970.880334;3452.530992;3357.790565;3683.975869;3933.242996;3828.574776;3394.88471;3791.581728;3759.83024;3648.765559;3815.264547;3260.40063;2796.779929;0.956359779;1.165769461
gene-LOC117902635;0;0.313960595;0.014667469;0.000219659;1246.600912;1353.18502;1594.205566;1554.185928;1734.917314;1711.773866;1418.584028;1687.798052;1697.287898;1493.12059;1624.177071;1505.047772;1540.781811;1601.223326;1666.959036;1397.997166;0.962252914;1.192390855
gene-LOC117895352;0;0.066103033;0.001060422;0.00022643;184.1700332;191.1169758;140.2552438;262.8290963;234.0544618;193.0964422;207.824628;199.0888548;150.1401873;184.1141179;208.2984154;155.0790514;182.4971949;185.6845567;229.9933334;171.8474176;0.982834535;1.33835781
gene-LOC117899295;2.44E-48;6.11E-07;2.49E-05;0.000227139;25.32337956;18.24734945;7.840355244;5.317351659;0.91071775;0;28.95069445;17.82885266;24.63237448;17.96235296;31.1988816;13.38811955;20.8497847;23.80397386;2.076023137;17.13702809;0.875895127;0.121142542
gene-LOC117896343;0;0.432464604;0.681173164;0.000235441;385.606007;292.917978;372.8524494;489.1963527;391.6086327;384.1053552;391.8683284;434.8259067;411.7125448;317.709118;372.5513508;292.3072768;327.5225819;412.80226;421.6367802;350.4588114;0.793412764;1.203099384
gene-LOC117897310;0;1.87E-06;0.236806584;0.000235891;8745.77445;7109.743578;8297.709299;8617.907797;9116.284681;9078.664075;7085.682466;8591.526001;7397.923134;6860.496185;6284.739413;5679.909718;6275.048439;7691.710534;8937.618851;8051.075776;0.81581963;1.110114859
gene-LOC117900622;9.75E-29;0.33741292;0.772729525;0.000238994;10.35956437;6.722707692;9.582656409;1.519243331;4.553588752;4.175058209;2.067906746;3.961967259;1.172970213;3.36794118;6.423299152;12.27244292;7.354561084;2.400948073;3.415963431;8.888309489;3.063190398;0.384320937
gene-LOC117901150;0;1.16E-07;0.003407481;0.000239468;4710.148598;5442.51207;3858.32593;3504.134744;3517.191952;2985.166619;3289.00568;2921.950853;2666.161294;3723.820299;2684.939046;2819.314841;3076.024728;2959.039276;3335.497772;4670.328866;1.039534944;0.714189058
gene-LOC117896561;0;0.204175844;0.463904444;0.00024223;1529.762338;1577.915534;1703.099389;1791.187888;1956.221728;1881.907488;1608.831449;2043.384614;1604.623252;1530.167943;1753.560668;1447.032588;1576.9204;1752.279771;1876.439034;1603.59242;0.899925015;1.170147109
gene-LOC117893939;0;0.472570545;0.20769492;0.000242634;619.2717365;566.6282198;693.4358638;636.5629558;691.2347725;774.4732978;701.020387;844.8895179;757.7387577;564.6914713;695.5515367;573.4577873;611.2335984;767.8828875;700.7570087;626.4452734;0.795998463;1.118624465
gene-LOC117894695;0;0.463409446;0.512149115;0.000244463;1114.228701;1114.048703;1135.98036;1208.55807;1477.184191;1142.922185;1165.265452;1352.021327;1155.37566;1053.042942;1250.708106;1063.239827;1122.330292;1224.220813;1276.221482;1121.419255;0.916771125;1.13804135
gene-LOC117895952;0;0.000114824;0.080244317;0.000245898;100.1424555;84.51403956;87.98620884;88.87573488;77.41100878;70.97598955;114.7688244;74.2868861;87.97276598;135.8402943;107.3608573;166.2358177;136.4789898;92.3428255;79.08757774;90.88090131;1.477959863;0.870233202
gene-LOC117903416;1.92E-108;0.27137134;0.543060552;0.000246049;6.906376244;22.0888967;13.93840932;5.317351659;11.83933075;8.350116418;12.40744048;5.942950888;9.383761705;15.71705884;23.85796828;17.85082606;19.14195106;9.24471769;8.502266277;14.31122742;2.070582543;0.594097629
gene-LOC117898405;0;6.32E-17;0.388987523;0.000247072;7933.124179;9127.516273;7613.856092;6494.765241;7218.348889;6511.003277;5174.936633;4579.043659;4793.929261;5033.949418;5065.230188;6356.009755;5485.06312;4849.303184;6741.372469;8224.832181;1.131103359;0.819636477
gene-LOC117903016;2.52E-175;0.005937512;0.030391251;0.000251684;36.83400663;62.42514286;23.52106573;31.90410996;35.51799226;27.13787836;29.98464782;47.54360711;26.9783149;139.2082355;72.491519;55.78383145;89.1611953;34.83552328;31.51999353;40.92673841;2.559490627;0.770156498
gene-LOC117891232;0;0.311099746;0.00627718;0.000251766;1056.675565;867.2292923;912.9658106;1139.432498;1120.182833;1145.009714;979.1538444;1091.52198;988.8138897;974.4576482;980.9295419;1024.191145;993.1927785;1019.829905;1134.875015;945.6235561;0.973880815;1.200134036
gene-LOC117898908;0;1.72E-05;0.055805182;0.000253118;1205.162655;961.3472;1273.622152;1287.558723;1132.022164;1239.992288;1301.747297;970.6819784;1092.035268;1020.486178;872.6510705;840.1045016;911.0805833;1121.488181;1219.857725;1146.710669;0.812385363;1.06378859
gene-LOC117892382;0;0.41773232;0.477026065;0.000257194;714.8099412;633.8552967;710.8588754;814.3144256;734.9492246;689.928369;866.4529267;695.3252539;778.8522215;697.1638244;635.906616;731.8838686;688.318103;780.210134;746.3973397;686.5080378;0.882221434;1.087237583
gene-LOC117893973;0;0.092845918;0.006706837;0.000257769;149.638152;157.5034374;131.543738;73.68330157;68.30383128;61.58210858;93.05580358;69.33442703;69.20524257;136.9629413;44.96309406;81.44439392;87.79014311;77.19849106;67.85641381;146.2284424;1.137200247;0.46404388
gene-LOC117894622;0;0.70413684;0.635745182;0.000260684;284.3124887;237.2155429;290.9642946;324.3584512;329.6798256;294.3416037;333.9669395;312.0049216;299.1074043;300.8694121;292.7189185;245.4488584;279.679063;315.0264218;316.1266269;270.8307754;0.887795574;1.1672478
gene-LOC117900822;0;0.001942816;0.026122099;0.000265827;721.7163175;684.7557978;855.4698721;835.5838322;955.3429201;1021.845497;1026.7157;891.4426332;987.6409195;963.2311776;868.0629997;923.7802488;918.358142;968.5997507;937.5907497;753.9806625;0.948129649;1.24352095
gene-LOC117899984;0;7.20E-06;0.000291223;0.000266218;3019.237481;2905.17011;3271.170438;2745.2727;2046.382785;2411.096116;2318.123463;2280.112157;2365.88092;2582.088238;2060.961414;2348.499304;2330.516319;2321.37218;2400.9172;3065.192676;1.003939109;0.783284267
gene-LOC117900420;0;0.027599851;0.14506046;0.000266784;1757.672754;1673.954215;1900.850571;1985.651034;2181.169012;2005.071705;1866.285839;2144.414779;2304.886469;1836.65059;2049.032429;2040.572554;1975.418525;2105.195695;2057.29725;1777.492514;0.938353869;1.157415423
gene-LOC117898501;0;2.07E-18;8.69E-05;0.000271747;4615.761456;4697.251903;4504.719663;3803.42568;3481.67396;3922.467187;3039.822917;3236.92725;3522.42955;3323.035298;2928.106799;3474.217023;3241.786373;3266.393239;3735.855609;4605.911007;0.992466655;0.811100259
gene-LOC117903658;0;1.88E-12;0.124369405;0.00027197;4001.093971;3588.965521;3765.112818;3591.491235;2744.9033;3161.562829;2874.390377;2487.124947;2425.702401;3471.22471;2278.435971;2712.209885;2820.623522;2595.739242;3165.985788;3785.057437;1.086635929;0.836443262
gene-LOC117902212;0;0.002106783;0.635564735;0.000276064;2036.229929;1705.64698;2094.246001;2366.221488;2148.383173;2171.030269;1947.968155;2106.77609;1890.827984;1751.329414;1735.208385;1868.758354;1785.098718;1981.857409;2228.544977;1945.374303;0.900720056;1.145561023
gene-LOC117897456;0;0.000504562;0.00018465;0.000277196;232.5146669;241.0570901;253.5048195;334.2335329;357.0013581;297.4728974;359.8157739;286.2521345;331.9505703;351.3885298;328.5058709;302.3483665;327.4142557;326.0061595;329.5692628;242.3588588;1.004319232;1.359839968
gene-LOC117896733;0;2.94E-23;0.17383596;0.000290617;2328.599857;2043.703138;2204.010974;2049.459254;2023.614841;1861.032197;1753.584921;1560.024608;1669.136613;1891.660296;1600.319103;1729.298775;1740.426058;1660.915381;1978.035431;2192.104656;1.0478716;0.902345344
gene-LOC117891211;0;0.000246539;0.003204678;0.00029261;745.8886343;772.1509978;996.5962665;929.0172971;1170.272309;1170.060063;1048.42872;1154.913456;1153.02972;1030.590001;1173.628516;1061.008474;1088.408997;1118.790632;1089.783223;838.2119662;0.972844218;1.300128448
