Gene;(Intercept);Selection;WNL-NL;C_NL1_G23_C;C_NL2_G23_C;C_NL3_G23_C;W_NL1_G23_C;W_NL2_G23_C;W_NL3_G23_C;C_NL1_G9_C;C_NL2_G9_C;C_NL3_G9_C;W_NL1_G9_C;W_NL2_G9_C;W_NL3_G9_C;meanWNL9;meanNL9;meanWNL9DIVmeanNL9;meanWNL23;meanNL23;meanWNL23DIVmeanNL23
gene-LOC117901058;0;3.26058E-06;-136.093694;623.8759874;565.667833;647.2648829;539.3313826;397.0729392;498.919456;467.3469247;453.6452511;397.6369022;598.3708831;333.0939417;343.6284017;425.0310755;439.543026;0.966984005;478.4412592;612.2695677;0.78142257
gene-LOC117901813;0;3.28301E-06;-88.17620957;309.6358683;422.5701978;366.7543953;217.2517964;304.1797286;319.391953;361.8836806;420.9590213;572.409464;316.586471;574.426467;669.4059774;520.1396385;451.750722;1.151386402;280.2744927;366.3201538;0.765108034
gene-LOC117900378;0;3.30191E-06;-392.9615888;2056.949058;1989.921477;2323.358604;1828.409349;1506.327159;1869.382313;1946.934202;1562.996084;1543.6288;1999.434414;1384.679774;1401.289846;1595.134678;1684.519695;0.946937387;1734.706274;2123.409713;0.816943741
gene-LOC117889986;0;3.30695E-06;147.8005583;1376.670998;1348.383086;1393.840932;1469.108301;1564.613095;1476.926841;1950.036062;1467.908869;1372.375149;1823.178826;1615.918544;1299.763273;1579.620214;1596.77336;0.98925762;1503.549413;1372.965005;1.095111242
gene-LOC117901801;0;3.34288E-06;-263.0470433;4735.471978;4486.927191;4888.89707;4481.767827;4298.587782;4480.881223;4668.29948;3958.995783;3961.12041;4779.108535;3300.65815;3350.376917;3810.047867;4196.138558;0.907989051;4420.412277;4703.765413;0.93976036
gene-LOC117899254;0;3.37269E-06;19058.68748;93351.18556;76986.52772;88837.32296;102583.1078;102695.2657;106209.3058;128856.4391;170782.5797;108347.2586;117434.4957;180892.9507;148544.5334;148957.3266;135995.4258;1.0953113;103829.2264;86391.67875;1.201842908
gene-LOC117891293;0;3.43959E-06;719.0212197;7941.181618;7777.212413;9369.224516;8396.09827;8799.354904;9759.198563;8808.248786;10568.54766;10309.2352;8688.165598;10105.68479;10340.091;9711.313797;9895.343884;0.981402356;8984.883913;8362.539516;1.074420503
gene-LOC117899506;0;3.45717E-06;201.5547378;1352.498681;1484.758013;1365.964114;1618.753769;1644.756257;1482.145664;1682.242138;2060.222975;1706.67166;1484.139414;1896.708478;1645.623028;1675.490306;1816.378924;0.922434347;1581.88523;1401.073603;1.129052198
gene-LOC117900146;0;3.47883E-06;-2806.783125;10650.78323;16820.21465;14039.46279;8927.833436;14379.32256;9993.001823;13015.40506;13282.49524;21455.97114;13520.03855;17221.78264;16412.71889;15718.18002;15917.95714;0.987449575;11100.05261;13836.82022;0.802211233
gene-LOC117890431;0;3.49588E-06;-940.9798383;8071.251704;6650.678681;7648.702115;7293.887233;5997.076386;6237.536964;5239.041742;6177.697448;5219.717448;5415.649418;4873.448828;4752.782439;5013.960229;5545.485546;0.904151708;6509.500195;7456.8775;0.872952545
gene-LOC117889630;0;3.50642E-06;-147.6405045;983.0075521;932.5355956;907.7389071;800.6412356;748.6099908;832.9241127;771.3292164;680.4678767;668.5930215;885.7685305;548.7332704;685.0254502;706.5090837;706.7967049;0.999593064;794.0584464;941.0940183;0.843761017
gene-LOC117891232;0;3.52868E-06;207.1290918;1056.675565;867.2292923;912.9658106;1139.432498;1120.182833;1145.009714;979.1538444;1091.52198;988.8138897;974.4576482;980.9295419;1024.191145;993.1927785;1019.829905;0.973880815;1134.875015;945.6235561;1.200134036
gene-LOC117898663;0;3.53594E-06;470.4512742;2283.708411;1610.568686;2226.660889;2598.665718;2220.329875;2591.667383;2379.126712;2249.406911;2293.156767;2243.048826;2149.969988;2133.173715;2175.397509;2307.23013;0.942861088;2470.220992;2040.312662;1.210707083
gene-LOC117897020;0;3.57646E-06;-179.1575927;995.6692418;1008.406154;1007.921224;890.2765921;766.8243458;822.4864672;725.835268;610.1429579;690.8794555;821.777648;478.9945939;653.7865046;651.5195822;675.6192271;0.964329545;826.529135;1003.998873;0.823237114
gene-LOC117900085;0;3.60677E-06;-1741.583358;12135.65412;12702.07599;12701.37549;11381.41142;10771.96955;10164.17921;9664.362179;9319.537485;8786.719867;10113.92736;8214.482001;8616.370606;8981.593324;9256.873177;0.970262113;10772.52006;12513.0352;0.86090384
gene-LOC117898846;0;3.61406E-06;165.7144515;717.1120667;676.1123165;758.7721575;817.3529122;948.9678959;843.3617582;777.5329366;887.480666;846.8844939;744.3150009;839.6169606;722.9584556;768.9634723;837.2993655;0.918385352;869.8941888;717.3321802;1.212679722
gene-LOC117892924;0;3.71149E-06;-1929.935065;7776.579651;8553.204958;7883.912773;6842.671964;5655.55723;6038.177935;5775.663542;5009.907599;3866.109822;6203.747654;3423.618448;3378.268833;4335.211645;4883.893655;0.8876548;6178.802376;8071.232461;0.765533939
gene-LOC117894055;0;3.75446E-06;-135.0821485;562.8696639;523.4108132;635.0687747;485.3982443;398.8943747;440.468641;369.1213542;549.7229572;485.6096682;408.6435299;469.8184523;431.7668554;436.7429459;468.1513265;0.932909769;441.5870867;573.7830839;0.769606318
gene-LOC117891565;0;3.76071E-06;-296.3109535;1230.486034;1276.354075;1043.638398;945.7289737;838.7710481;895.5499858;820.9589783;823.098698;749.5279662;876.787354;657.929356;692.8351866;742.5172989;797.8618808;0.930633881;893.3500025;1183.492836;0.754841918
gene-LOC117903763;0;3.79441E-06;1228.328249;9931.369039;8027.873372;10378.01689;10583.80867;9676.376098;11355.11456;11894.5996;9830.631261;8344.510096;11528.46266;10013.00576;8340.798478;9960.755634;10023.24699;0.993765358;10538.43311;9445.7531;1.115679501
gene-LOC117898361;0;3.81222E-06;2556.624362;16066.53327;13179.38824;14180.58918;17248.72916;16673.42057;16454.94817;20959.26883;22679.29108;19892.40184;18660.63943;24020.38599;24782.52496;22487.85013;21176.98725;1.061900348;16792.36597;14475.50356;1.160054011
gene-LOC117889668;8.26719E-27;3.89311E-06;-147.6871977;72.51695056;70.10823736;447.7713995;36.46183995;31.87512126;100.201397;10.33953373;56.45803344;86.79979577;15.71705884;47.71593656;10.04108966;24.49136169;51.19912098;0.478355121;56.17945274;196.7988625;0.285466349
gene-LOC117902615;0;3.89904E-06;-186.83692;2321.693481;2275.15636;2692.726451;2126.181042;2134.722407;2445.540346;1818.723983;1917.592153;1648.023149;1767.046473;1553.520781;1481.618563;1600.728606;1794.779762;0.89188024;2235.481265;2429.858764;0.92000461
gene-LOC117898180;0;3.95492E-06;-1268.872509;4338.355344;4322.701046;4272.122457;3422.855225;2611.02779;3188.700707;3069.807565;2340.532158;2300.194588;3674.423828;1949.012486;2135.405068;2586.28046;2570.178104;1.006265074;3074.194574;4311.059616;0.713094888
gene-LOC117902555;1.2479E-239;4.02118E-06;-19.4466985;41.43825746;28.8116044;26.13451748;12.91356832;11.83933075;15.65646828;29.98464782;20.80032811;50.43771916;29.18882356;22.94035411;24.54488584;25.55802117;33.74089836;0.757478977;13.46978912;32.12812645;0.419252244
gene-LOC117899782;0;4.04693E-06;1061.767939;8936.85086;7072.288492;8936.262676;9944.966846;8402.281965;9423.106378;9651.954738;12226.63096;9865.852463;8542.221481;11478.43558;9932.869028;9984.508698;10581.47939;0.943583438;9256.785063;8315.134009;1.113245445
gene-LOC117899430;0;4.0628E-06;-1703.818607;5805.960296;7172.168721;6552.794682;5141.119433;4482.552767;4910.912218;4877.158061;4062.006932;3827.401805;5423.507948;3218.990489;3649.378253;4097.29223;4255.522266;0.962817716;4844.861473;6510.3079;0.744183155
gene-LOC117889716;0;4.09749E-06;-520.0666674;3257.507462;3201.929635;3100.424924;2809.080919;2469.866539;2728.40054;2841.303869;2179.081992;2489.042792;2831.315886;1938.91873;2456.719937;2408.984851;2503.142885;0.962384075;2669.115999;3186.620673;0.837600792
gene-LOC117900528;0;4.11136E-06;449.2184442;3568.294393;2908.05127;3542.098269;3892.301415;3523.566976;3804.521793;2797.877828;3522.188893;3427.418963;2543.918238;3293.317237;3151.786477;2996.340651;3249.161895;0.922188782;3740.130061;3339.481311;1.119973347
gene-LOC117903133;0;4.12286E-06;268.3140363;2740.680306;2284.760229;2522.852087;3005.063309;2625.599274;2622.98032;3047.060591;2389.066257;2254.44875;2769.570297;1993.97558;2265.939233;2343.161703;2563.525199;0.914038881;2751.214301;2516.097541;1.09344501
gene-LOC117894788;0;4.13779E-06;106.1426283;802.290707;595.4398242;726.5395859;867.4879421;727.6634825;814.1363507;539.7236608;742.868861;728.4145024;571.4273536;699.2219934;592.42429;621.0245457;670.3356747;0.926438155;803.0959251;708.090039;1.134172042
gene-LOC117898535;0;4.14533E-06;-826.3851817;7388.671518;6839.874884;7921.372248;6889.008886;5913.290353;6830.39523;5422.051489;5448.695473;4791.583321;5760.302066;3976.939789;4418.079451;4718.440435;5220.776761;0.903781305;6544.23149;7383.306217;0.88635515
gene-LOC117897064;0;4.14783E-06;-213.4160541;3479.662564;3209.61273;2836.466297;3202.564942;2967.118431;2678.299841;2802.013641;2789.22495;2356.497158;3141.166474;2299.541096;2606.220605;2682.309392;2649.24525;1.012480589;2949.327738;3175.247197;0.928849804
gene-LOC117898217;1.51638E-18;4.24975E-06;-16.05788506;20.71912873;11.52464176;38.33062563;8.355838322;3.642871001;12.52517463;15.5093006;18.81934448;0;13.47176472;12.8465983;7.809736403;11.37603314;11.44288169;0.994158067;8.174627983;23.52479871;0.347489816
gene-LOC117898751;0;4.25129E-06;240.871302;3313.909534;3620.658286;3345.218237;3412.980144;4000.783077;3483.042311;3285.90382;3774.764306;3765.234384;3030.024415;3798.922641;3907.099555;3578.682204;3608.63417;0.991699916;3632.268511;3426.595352;1.060022599
gene-LOC117889899;0;4.25285E-06;-3336.462378;21783.86174;20281.44872;21838.87396;19813.2119;16335.54429;17780.52915;17588.58083;15184.23952;13093.86649;18400.18532;11189.38712;12465.45498;14018.34247;15288.89561;0.916896997;17976.42845;21301.3948;0.843908515
gene-LOC117898465;0;4.26626E-06;234.7335991;1490.626206;1484.758013;1917.402432;1713.706478;1779.542484;2032.209583;1552.997966;2502.972816;1999.914213;1490.875296;2216.955822;1828.593995;1845.475037;2018.628332;0.914222301;1841.819515;1630.928884;1.129307067
gene-LOC117893366;0;4.33629E-06;-1094.364591;2600.250656;2932.060941;3141.369001;2120.86369;1511.791466;1862.075961;1442.364956;1624.406576;1348.915745;1653.65912;1056.173903;1210.509142;1306.780722;1471.895759;0.887821514;1831.577039;2891.226866;0.633494749
gene-LOC117893139;0;4.38983E-06;-1208.958527;4523.67644;4732.786215;4804.395463;3881.666711;3098.261787;3534.186774;2865.084797;2694.137736;2534.788631;3636.253828;1797.606148;2196.767282;2543.54242;2698.003721;0.942749782;3504.705091;4686.952706;0.747757725
gene-LOC117895985;0;4.43382E-06;-236.4376407;1258.111539;1078.514391;1257.941441;1111.326497;856.9854031;926.8629224;862.3171132;888.4711578;907.878945;1014.872942;699.2219934;915.9705124;876.6884827;886.2224053;0.989242065;965.0582741;1198.189124;0.805430674
gene-LOC117900947;0;4.46634E-06;-1796.333895;7245.939743;8051.883042;6839.403224;6136.983437;5215.680556;5501.682955;6036.219792;4158.084638;4910.053312;6363.163537;3858.567562;5039.511333;5087.080811;5034.785914;1.010386717;5618.115649;7379.075336;0.761357676
gene-LOC117898744;0;4.47856E-06;473.354777;2332.053045;2096.524413;2373.885338;2551.569175;2849.635841;2702.306426;2896.103398;2580.231177;2284.945975;2668.532062;2459.205961;2134.289391;2420.675805;2587.093517;0.935673871;2701.170481;2267.487599;1.191261413
gene-LOC117903718;0;4.59335E-06;-124.0653474;810.348146;598.3209846;550.5671682;598.5818725;510.0019402;483.2629877;694.8166668;552.6944326;437.5178895;865.5608834;451.466169;450.7333581;589.2534701;561.6763296;1.049097922;530.6156001;653.0787663;0.812483314
gene-LOC117890493;0;4.61583E-06;176.4149717;1627.602668;1575.99476;1588.978663;1847.399891;1749.488798;1661.673167;2125.808135;2057.251499;2523.058928;2112.821767;2360.103631;2393.126369;2288.683923;2235.372854;1.023848848;1752.853952;1597.525364;1.097230749
gene-LOC117898385;0;4.64822E-06;211.2156631;1382.426311;1454.025635;1426.944654;1573.17647;1557.327353;1700.292456;1499.232391;1749.208545;1530.726128;1383.101178;1695.750976;1411.330936;1496.727697;1593.055688;0.939532565;1610.265426;1421.1322;1.1330863
gene-LOC117891278;0;4.68412E-06;-311.6579398;3027.29492;2642.024123;3038.573232;2739.955348;2229.437053;2783.720061;2183.709524;2214.739698;2220.432613;2203.756179;1995.810808;2280.44303;2160.003339;2206.293945;0.97901884;2584.370821;2902.630759;0.890354659
gene-LOC117901461;3.29744E-16;4.75492E-06;16.5349352;28.77656768;38.41547253;19.16531282;39.50032661;66.48239578;27.13787836;50.66371528;53.48655799;35.18910639;74.09470597;25.69319661;56.89950808;52.22913689;46.44645989;1.124501997;44.37353358;28.78578434;1.541508581
gene-LOC117898086;0;4.76088E-06;234.6915366;1764.57913;1847.784229;1913.91783;1848.159512;2192.097625;2116.754512;1669.834698;2043.384614;1903.730656;1608.753237;1781.089093;1695.828476;1695.223602;1872.316656;0.905415009;2052.337217;1842.09373;1.114132893
gene-LOC117902314;0;4.78526E-06;-530.8353607;7963.051809;7830.033688;8165.294411;7556.71633;7365.885165;7354.365035;7032.950844;6560.027289;5829.661959;7310.677656;5357.949107;5311.736431;5993.454398;6474.213364;0.92574249;7425.65551;7986.126636;0.929819404
gene-LOC117897019;0;4.79233E-06;-62.04823314;271.6507989;361.1054418;228.2414526;195.9823897;298.7154221;184.7463257;806.4836311;467.5121365;1100.24606;673.5882361;530.3809871;264.4153611;489.4615281;791.4139425;0.618464626;226.4813792;286.9992311;0.78913584
gene-LOC117892910;0;4.83916E-06;-91.55621799;639.9908653;593.5190506;615.0323113;527.9370576;531.8591662;515.6196888;506.6371528;317.9478725;361.2748256;483.8608829;287.2132335;382.6770837;384.5837334;395.286617;0.972923739;525.1386375;616.1807424;0.852247728
gene-LOC117903855;0;4.87765E-06;275.3382094;1802.5642;1668.191895;1863.391096;1984.891412;2100.115132;1995.677824;1933.492808;2543.58298;2086.714009;1997.18912;2427.089465;1897.765946;2107.348177;2187.929932;0.963169865;2026.89479;1778.049063;1.139954364
gene-LOC117899714;0;4.89191E-06;-1507.210724;7169.969604;7142.39673;7011.019889;6266.11912;5154.662467;5452.626021;5369.319867;4824.685629;4426.789584;5914.104713;3946.658522;4543.035233;4801.266156;4873.59836;0.985158358;5624.469203;7107.795408;0.791309946
gene-LOC117895615;0;4.96263E-06;621.110403;5786.39223;4562.797749;5477.794863;6015.44397;5345.002477;6110.197689;6530.449505;5737.919083;4345.85464;6019.633537;5483.662247;4337.750733;5280.348839;5538.074409;0.953462964;5823.548045;5275.661614;1.103851701
gene-LOC117893185;0;5.13552E-06;183.8082175;949.6267335;772.1509978;897.2851001;1053.59525;1032.753929;1036.4582;1395.837054;1366.878704;1160.067541;971.089707;1277.318917;1210.509142;1152.972589;1307.594433;0.881750916;1040.935793;873.0209438;1.19233771
gene-LOC117897151;0;5.148E-06;47.74696488;138.1275249;159.424211;101.9246182;205.0978497;209.4650826;117.9453944;520.0785467;214.9367238;195.8860256;376.0867651;280.7899344;220.9039725;292.5935573;310.300432;0.942936352;177.5027756;133.1587847;1.333015888
gene-LOC117903054;0;5.16913E-06;150.5285529;1620.696292;1317.650708;1503.605906;1730.418154;1451.684094;1652.279286;1387.565427;1357.964278;1610.488103;1337.072649;1392.020688;1453.726648;1394.273328;1452.005936;0.960239413;1611.460512;1480.650968;1.088345968
gene-LOC117893908;0;5.19691E-06;-935.5304034;5419.203226;5576.005837;5379.354848;4896.521257;4525.356502;4174.014444;3800.8126;4021.396768;3870.801703;3910.17971;3466.746314;3921.603351;3766.176458;3897.670357;0.966263463;4531.964068;5458.18797;0.830305605
gene-LOC117902180;0;5.21869E-06;-53.42255173;199.1338484;195.9189099;144.6109967;161.0397931;139.3398158;83.50116418;184.0437004;91.12524695;179.4644426;194.2179414;93.59664479;165.1201411;150.9782424;151.5444633;0.996263665;127.9602577;179.8879183;0.711333251
gene-LOC117903366;0;5.3259E-06;-211.4688115;1644.868609;1756.547481;1710.068594;1491.896951;1588.291757;1395.513206;1961.409549;1262.877064;1235.137634;2065.670591;1136.006336;1323.192482;1508.289803;1486.474749;1.014675698;1491.900638;1703.828228;0.87561681
gene-LOC117889941;0;5.38064E-06;11422.42557;84257.79018;75702.49055;74492.08632;88262.72019;90791.27397;86195.12049;115442.962;137498.0927;111503.7214;103459.7851;140147.2114;133689.2991;125765.4319;121481.5921;1.035263283;88416.37155;78150.78902;1.131356096
gene-LOC117900734;0;5.49449E-06;228.8409759;3296.643594;3649.46989;3603.07881;3464.634417;3893.318383;3769.033798;3673.636335;3759.906929;3971.677142;3760.867651;3813.604468;4168.167886;3914.213335;3801.740135;1.029584663;3708.995533;3516.397431;1.054771426
gene-LOC117891211;0;5.52503E-06;270.8148208;745.8886343;772.1509978;996.5962665;929.0172971;1170.272309;1170.060063;1048.42872;1154.913456;1153.02972;1030.590001;1173.628516;1061.008474;1088.408997;1118.790632;0.972844218;1089.783223;838.2119662;1.300128448
gene-LOC117898321;0;5.55335E-06;-159.1803028;1465.302826;1308.04684;1619.468933;1327.818672;1216.718915;1364.20027;1093.922669;1120.246242;1094.381209;1182.147354;906.6027946;969.5229906;1019.42438;1102.85004;0.924354484;1302.912619;1464.272866;0.889801791
gene-LOC117903376;0;5.60592E-06;-90.80416878;650.3504296;597.3605978;594.9958479;568.1970059;490.8768675;511.4446306;450.8036707;520.0082027;521.9717448;477.1250006;445.960484;477.5095972;466.8650272;497.5945394;0.938243872;523.506168;614.2356251;0.852288839
gene-LOC117891761;0;5.63537E-06;-8212.952762;26373.14875;29555.90418;30875.31895;22337.4347;18390.12353;22057.87628;18886.19231;15730.991;15490.24463;23070.39709;11969.35916;12531.2799;15857.01205;16702.47598;0.949380922;20928.47817;28934.79063;0.723298069
gene-LOC117902907;0;5.66386E-06;-774.2512427;12447.59212;11576.50265;11257.87898;11126.17854;10934.07731;10764.34383;11809.81543;11259.91095;11154.94673;11998.85178;11685.81639;13551.00834;12411.89217;11408.22437;1.087977565;10941.53322;11760.65791;0.930350437
gene-LOC117897691;0;5.82093E-06;-777.1072982;2982.403475;2988.723763;2941.875517;2551.569175;2013.596946;2069.785107;2304.682069;1682.845593;1501.401873;2761.711768;1174.546131;1072.16524;1669.47438;1829.643178;0.912458997;2211.650409;2971.000918;0.744412563
gene-LOC117903901;0;5.82701E-06;137.654296;1210.917968;1169.751138;1371.191017;1330.097537;1353.326577;1433.08873;1708.090972;1993.860023;1522.515337;1758.065296;1758.148739;1400.174169;1638.796068;1741.488777;0.941031656;1372.170948;1250.620041;1.097192515
gene-LOC117892949;0;5.90022E-06;-7907.127895;28316.1426;29994.80095;29265.43267;23953.14998;18721.62479;21725.95915;23454.19832;19025.36678;17940.57941;24449.00768;15798.56307;17284.06234;19177.21103;20140.04817;0.952192908;21466.91131;29192.12541;0.735366508
gene-LOC117899066;2.5026E-190;5.90242E-06;-170.4298987;459.2740202;205.522778;277.0258853;168.6360098;88.33962179;193.0964422;281.2353175;177.2980348;330.7776001;259.3314709;263.3552652;408.3376462;310.3414608;263.1036508;1.179540686;150.0240246;313.9408945;0.47787347
gene-LOC117903846;0;6.25127E-06;-1714.762314;13290.17002;12990.19204;13641.34697;12250.4186;10802.93395;11691.20675;11091.21783;10689.38766;9983.149484;10485.52354;9790.025522;10674.79399;10316.78102;10587.91833;0.974391821;11581.51977;13307.23634;0.870317433
gene-LOC117892269;0;6.34055E-06;-114.5218242;1304.154047;887.3974154;730.8953388;1121.9612;816.0031043;635.6526123;1026.7157;954.8341094;640.4417364;930.6744129;793.7362523;663.8275942;796.0794198;873.9971818;0.910848955;857.8723056;974.1489339;0.88063773
gene-LOC117889589;0;6.34385E-06;-225.8345476;1777.24082;1696.043112;1857.293042;1496.454681;1422.541126;1729.517863;1524.047272;1546.157723;1333.667132;1704.178237;1289.247901;1171.46046;1388.295533;1467.957376;0.945732864;1549.504557;1776.858991;0.872047002
gene-LOC117894827;0;6.35745E-06;174.5807279;1724.291936;1503.005363;1821.575868;1792.707131;1745.845927;1969.58371;1741.17748;1542.195756;1467.385737;1584.055002;1542.509411;1284.1438;1470.236071;1583.586324;0.928421803;1836.045589;1682.957722;1.090963585
gene-LOC117891050;0;6.40769E-06;-400.9428125;1479.115579;1752.705934;1428.686955;1259.452722;1142.950777;1082.383841;1362.750546;1145.99903;950.1058726;1568.337943;1076.361415;1521.782922;1388.827427;1152.951816;1.204584101;1161.59578;1553.502823;0.747726855
gene-LOC117895076;0;6.46667E-06;132.7471933;687.1844363;649.2214857;689.9512614;736.8330157;781.3958298;870.4996366;746.5143354;750.7927956;590.0040172;692.6732361;675.3640251;656.0178578;674.6850397;695.7703827;0.969694969;796.2428273;675.4523945;1.178828936
gene-LOC117894795;0;6.62969E-06;123.627241;1029.05006;939.2583033;1081.969024;1121.9612;1088.307712;1169.016299;1183.876612;1132.132144;1130.743285;1147.345295;1122.242123;1235.054028;1168.213816;1148.917347;1.016795349;1126.428403;1016.759129;1.107861608
gene-LOC117901357;0;6.65097E-06;500.6445427;3400.239237;3054.030066;3975.931259;3686.443943;3756.71072;4335.79795;3451.33636;4287.839066;3839.131508;3356.71471;4310.951345;3821.192454;3829.619503;3859.435644;0.992274482;3926.317538;3476.733521;1.129312188
gene-LOC117892348;0;6.69257E-06;289.2805896;2429.893375;2387.521618;2387.823747;2765.782485;2517.223862;2687.693722;2252.9844;2530.706587;2330.691813;2560.757944;2743.666352;2113.091535;2472.505277;2371.460933;1.042608479;2656.900023;2401.746247;1.106236775
gene-LOC117896147;0;6.752E-06;-53.71759047;247.4784821;252.5817319;171.6166648;203.5786064;171.2149371;138.8206854;276.0655506;169.3741003;205.2697873;300.8694121;176.1819196;235.4077687;237.4863668;216.9031461;1.094895907;171.204743;223.8922929;0.764674571
gene-LOC117892549;1.48385E-13;6.75353E-06;13.59637659;2.302125415;0.960386813;11.32495757;11.39432498;14.57148401;27.13787836;8.271626985;10.89540996;35.18910639;6.735882361;5.505684987;39.04868201;17.09674979;18.11871445;0.943596183;17.70122912;4.862489934;3.640363138
gene-LOC117902790;0;6.88907E-06;-607.5732957;5444.526606;5118.861714;5377.612546;5075.79197;4424.266831;4593.607794;5020.87758;4656.302021;3888.396257;4712.872359;4041.172781;4160.358149;4304.801096;4521.858619;0.951998162;4697.888865;5313.666955;0.884114286
gene-LOC117890016;0;6.93601E-06;-346.2037805;1949.900226;1648.023771;2028.038556;1711.427613;1387.023134;1501.977191;2032.752332;1731.379692;1564.742264;2062.302649;1310.353027;1403.521199;1592.058959;1776.291429;0.89628252;1533.475979;1875.320851;0.817713928
gene-LOC117898550;0;6.93759E-06;73.48531193;340.7145614;319.8088088;377.2082023;410.1956994;424.3944717;404.9806463;410.4794891;372.4249223;328.4316597;419.8700005;411.0911457;387.1397903;406.0336455;370.445357;1.096068928;413.1902725;345.9105241;1.194500438
gene-LOC117890120;0;6.94606E-06;-747.2429548;9822.018082;10960.8947;11570.62204;9277.259402;9907.698406;10813.40076;6296.776042;7385.10697;4878.383116;6089.237654;6018.631305;5384.255411;5830.708124;6186.755376;0.942450084;9999.452857;10784.51161;0.927204979
gene-LOC117892331;0;6.97794E-06;214.8704883;1659.832424;1429.055578;1412.135094;1737.254749;1667.524201;1673.154577;1701.887252;1900.753792;1436.888511;1541.394414;1672.810622;1249.557824;1487.920953;1679.843185;0.885749912;1692.644509;1500.341032;1.128173177
gene-LOC117889770;0;6.98297E-06;-505.3175665;1596.523975;1486.678787;1449.594569;1145.509472;812.3602333;1101.171603;1821.825843;1376.783622;2596.956052;1521.186767;2395.890584;2077.389883;1998.155744;1931.855173;1.034319639;1019.680436;1510.932444;0.674868317
gene-LOC117900466;0;7.03151E-06;268.8823194;1738.104688;1545.262382;1443.496515;2019.834009;1905.221534;1532.246363;1643.985863;1859.153136;1615.179983;1487.507355;1893.955636;1407.983906;1596.482299;1706.106328;0.935746074;1819.100635;1575.621195;1.154529173
gene-LOC117899466;0;7.04053E-06;-163.0513798;538.697347;338.0561582;308.3873062;257.5117446;231.3223086;224.4093787;613.1343503;483.3600056;487.9556087;432.2191182;475.3241372;591.3086134;499.6172896;528.1499882;0.945976145;237.7478107;395.0469372;0.601821678
gene-LOC117890503;0;7.09336E-06;-609.255485;3476.209376;2934.942101;3653.605543;3099.256396;2411.580603;2746.144537;2517.676464;2879.359705;2011.643916;2573.107062;2091.242681;1757.190691;2140.513478;2469.560028;0.866759039;2752.327179;3354.919007;0.820385581
gene-LOC117895112;0;7.10055E-06;236.4940666;2252.629718;2066.752422;2068.111483;2543.213337;2319.59811;2149.111213;2751.349926;2449.486258;2127.767967;2423.795003;2345.421805;2183.379163;2317.53199;2442.86805;0.94869307;2337.307553;2129.164541;1.097758068
gene-LOC117890135;0;7.11218E-06;-54.31156985;240.5721058;256.4232791;205.5915375;181.5495781;183.9649856;177.4399739;279.1674108;170.3645921;255.7075065;303.1147062;203.7103445;238.7547986;248.5266165;235.0798364;1.057200908;180.9848458;234.1956408;0.772793401
gene-LOC117891351;0;7.11981E-06;327.0902122;1993.640609;1831.457653;1909.562077;2053.257362;2335.080312;2237.8312;2260.222074;2669.375441;2329.518843;1801.848532;2728.066911;2427.712345;2319.209262;2419.705453;0.958467594;2208.722958;1911.553446;1.155459693
gene-LOC117890784;0;7.36546E-06;12275.70588;67936.87205;60519.73542;66159.531;72228.62608;77106.82905;78810.48628;114305.6133;113521.2574;85537.67982;97348.09453;118564.9262;105293.0975;107068.7061;104454.8502;1.025023787;76048.64714;64872.04616;1.172286858
gene-LOC117900401;0;7.47733E-06;-66.91181334;314.2401191;393.7585934;342.362179;232.4442297;322.3940836;298.5166619;476.652505;370.4439387;465.6691746;440.0776476;571.6736245;538.8718118;516.8743613;437.5885394;1.181188068;284.4516584;350.1202972;0.812439783
gene-LOC117899631;0;7.48654E-06;-1732.51322;7041.050581;7172.168721;7626.0522;6023.040187;4901.482933;5820.031143;6165.463964;4565.176774;4802.140053;6842.533832;3888.848829;4266.347429;4999.243363;5177.593597;0.965553451;5581.518088;7279.757167;0.76671762
gene-LOC117895997;0;7.49916E-06;-1600.507677;8383.189697;8994.982892;7817.705328;7304.521937;6575.382158;6571.541621;7360.714063;6817.555161;7305.258487;7753.000597;6916.975572;8820.539429;7830.171866;7161.175904;1.093419848;6817.148572;8398.625973;0.811698079
gene-LOC117901603;0;7.51626E-06;4792.477289;16785.94746;18603.65296;21112.33437;20147.44544;25908.09856;23735.20592;30064.26223;40260.52079;29266.77979;27781.02415;41606.46145;36242.75529;35210.0803;33197.1876;1.060634434;23263.58331;18833.97826;1.235192214
gene-LOC117891201;0;7.52778E-06;441.0155841;2729.169679;2447.0656;2918.354452;2892.639303;3038.154415;3359.878094;2541.457391;2907.093476;2499.599524;2353.068238;2684.939046;2325.070095;2454.359126;2649.383464;0.926388784;3096.890604;2698.196577;1.147763151
gene-LOC117896380;0;7.61972E-06;-3507.362827;11454.225;10886.94491;11021.79717;9045.574794;6258.452381;7816.752732;5370.35382;5344.693832;5229.10121;5763.670007;3909.953955;4532.994144;4735.539369;5314.716287;0.891023925;7706.926636;11120.98903;0.693007305
gene-LOC117894090;0;7.6558E-06;283.1360558;2145.580886;1689.320404;2041.976966;2260.634077;2058.222116;2318.201071;2004.835591;2201.863304;2025.719558;1861.348826;2223.379121;1946.855718;2010.527888;2077.472818;0.967775786;2212.352421;1958.959419;1.129350817
