Gene;(Intercept);Selection;C_PT1_G9_C;C_PT2_G9_C;C_PT3_G9_C;W_PT1_G9_C;W_PT2_G9_C;W_PT3_G9_C;meanWPT9;meanPT9;meanWPT9-meanPT9;meanWPT9DIVmeanPT9;C_PT1_G23_C;C_PT2_G23_C;C_PT3_G23_C;W_PT1_G23_C;W_PT2_G23_C;W_PT3_G23_C;meanWPT23;meanPT23;meanWPT23-meanPT23;meanWPT23DIVmeanPT23;meanWPT23DIVmeanPT23.DIV.meanWPT9DIVmeanPT9
gene-LOC117895947;0;5.59E-05;2875.063939;3099.48461;2201.597961;1992.91216;2538.149215;1937.895897;2156.319091;2725.38217;-569.0630791;0.791198796;1742.274426;2070.547283;2155.976235;819.7555708;2003.588444;999.2605905;1274.201535;1989.599315;-715.3977796;0.640431229;0.809444141
gene-LOC117892064;0;5.85E-05;3455.154965;3310.220353;2988.594517;3978.267233;3595.641002;3129.72785;3567.878695;3251.323278;316.5554168;1.097362025;3481.230234;4088.274482;4080.919451;4958.667291;4210.516629;3879.482293;4349.555404;3883.474722;466.0806819;1.120016407;1.020644402
gene-LOC117903038;0;6.17E-05;505.8706251;728.1858828;690.3653335;448.0273817;636.0154274;599.5527788;561.1985293;641.4739471;-80.27541785;0.874857867;650.4491191;642.0574624;780.7322718;563.5819549;619.6006772;862.9590607;682.0472309;691.0796178;-9.032386828;0.986930034;1.128103286
gene-LOC117903108;0;6.18E-05;2337.942619;1890.362206;1773.232747;2477.6454;2073.596114;1897.371532;2149.537682;2000.512524;149.0251584;1.074493489;3158.218087;2710.257186;3761.257386;2905.008804;2755.200262;2868.295318;2842.834795;3209.910886;-367.0760914;0.885642903;0.824242223
gene-LOC117893485;0;6.25E-05;4021.573811;3393.680053;2997.560301;3890.820924;3141.223605;2704.741565;3245.595365;3470.938055;-225.3426901;0.935077294;4516.639036;3703.27476;3536.199359;3781.12257;3911.362351;3709.957265;3800.814062;3918.704385;-117.8903231;0.969915995;1.037257562
gene-LOC117891945;0;6.34E-05;2339.895787;2410.942085;2586.130455;2782.088103;2721.43653;2652.787252;2718.770628;2445.656109;273.1145189;1.111673312;3810.879618;3056.522179;3245.416421;3226.079736;3118.230899;3338.535596;3227.615411;3370.939406;-143.3239954;0.957482476;0.861298428
gene-LOC117900034;6.67E-289;6.62E-05;1904.339226;5495.821247;3216.723899;1540.566443;3222.309237;1534.730423;2099.202034;3538.961457;-1439.759423;0.593168945;2565.291679;996.5389133;2253.567769;429.5177626;1733.178527;2053.893678;1405.529989;1938.46612;-532.9361316;0.72507328;1.222372288
gene-LOC117903019;1.72E-35;6.71E-05;17.57851593;12.518955;27.89354883;34.54668967;16.89284004;59.22791749;36.88914907;19.33033992;17.55880914;1.908354908;21.01791371;10.56401675;28.8791274;13.66259285;8.516847796;50.26118912;24.14687659;20.15368595;3.993190635;1.198136988;0.627837612
gene-LOC117894326;0;6.97E-05;401.3761138;496.5852152;521.0116442;419.9581963;586.1815492;641.1162297;549.0853251;472.990991;76.09433404;1.160879035;480.0933974;605.6702936;553.6825805;627.6253589;586.597892;655.0992277;623.1074929;546.4820905;76.62540235;1.140215761;0.982200322
gene-LOC117895538;0;7.04E-05;388.6805189;492.4122302;536.9508149;314.1589592;296.4693426;431.2208028;347.2830349;472.681188;-125.3981531;0.734708814;375.0038289;442.5149238;393.3536318;371.451743;496.1063841;425.0903961;430.8828411;403.6241282;27.25871293;1.067534895;1.453004067
gene-LOC117903144;0;7.14E-05;731.4615796;677.0668165;725.2322695;631.5566706;598.8511793;651.5070924;627.3049807;711.2535552;-83.94857446;0.88197096;814.1676049;689.008648;744.8823205;724.9713329;536.5614112;980.5191302;747.3506248;749.3528578;-2.002233027;0.99732805;1.130794659
gene-LOC117892282;0;7.18E-05;3736.41122;3192.333526;3212.739106;3463.30564;3050.002268;3070.499933;3194.602614;3380.494617;-185.8920036;0.945010413;4032.120815;3408.656071;3535.203527;3529.218515;3498.295232;3404.130707;3477.214818;3658.660137;-181.4453193;0.950406621;1.00571021
gene-LOC117899079;0;7.25E-05;1192.409331;1096.451809;844.7760502;944.6360457;1015.259686;728.3994765;896.0984028;1044.54573;-148.4473272;0.857883362;1573.02491;1508.306836;1103.381833;1868.359572;1315.852985;1059.744394;1414.652317;1394.904526;19.74779044;1.014157091;1.182161977
gene-LOC117903164;0;7.34E-05;277.349918;411.0390227;364.6085311;404.8440196;468.776311;441.6116655;438.4106654;350.9991573;87.4115081;1.249036234;446.9072179;430.7771274;380.4078161;493.5611666;441.8114794;402.9413975;446.1046812;419.3640538;26.74062738;1.06376471;0.851668416
gene-LOC117898181;0;7.60E-05;1286.161416;1042.203004;955.3540473;1129.244919;956.134746;885.3015035;990.2270561;1094.572822;-104.3457663;0.904669873;1432.53675;1084.572386;1221.885839;1099.838724;1157.226694;1036.743511;1097.93631;1246.331658;-148.3953485;0.880934302;0.973763279
gene-LOC117897087;0;7.93E-05;4643.657958;3918.432917;3240.632655;5539.345772;4368.488433;4471.188227;4793.007478;3934.241177;858.766301;1.218280035;5170.406773;4476.795542;5297.82613;4628.203327;4204.128994;4486.875985;4439.736102;4981.676149;-541.9400468;0.891213312;0.731534037
gene-LOC117892679;0;8.15E-05;171.8788224;95.97865504;133.4905551;211.5984742;125.8516583;183.9182701;173.7894675;133.7826775;40.00679001;1.299043125;182.5239875;171.3718273;230.0371872;226.286694;191.6290754;214.6749095;210.8635596;194.644334;16.21922564;1.083327499;0.833942675
gene-LOC117903110;0;8.24E-05;2601.620358;3071.316961;2699.697047;3400.689765;3300.016301;3218.050184;3306.252083;2790.878122;515.373961;1.184663729;3956.898808;4002.588568;4330.873278;4834.850044;4090.216154;5102.788523;4675.951574;4096.786885;579.1646888;1.14137047;0.963455234
gene-LOC117899162;0;8.32E-05;487.315525;584.2179002;572.8139491;609.9649895;622.5011553;662.9370414;631.8010621;548.1157914;83.68527063;1.152678087;592.9264079;741.8287317;824.5488789;864.1589976;716.4798209;865.5147144;815.3845109;719.7680062;95.61650478;1.132843505;0.982792609
gene-LOC117902204;7.52E-105;8.70E-05;480.4794354;539.3583115;1207.392185;248.304332;331.9443067;989.2101307;523.1529231;742.4099773;-219.2570541;0.704668497;215.710167;298.1400283;701.0657134;22.20171338;70.26399432;8.518845614;33.66151777;404.9719696;-371.3104518;0.083120612;0.117957042
gene-LOC117896616;0;8.76E-05;3904.383705;3467.750536;3365.157426;4554.765116;3635.339176;4008.794836;4066.299709;3579.097223;487.2024869;1.136124407;4311.990929;3918.076434;4701.322774;3723.910463;4023.145978;4362.500839;4036.519093;4310.463379;-273.944286;0.936446674;0.824246595
gene-LOC117899113;6.24E-48;8.85E-05;35.15703186;20.86492501;42.83652141;19.43251294;6.757136014;23.89898425;16.69621107;32.95282609;-16.25661503;0.506670081;16.59308977;35.21338916;27.88329542;17.93215311;23.42133144;24.70465228;22.01937894;26.56325812;-4.543879175;0.828941196;1.636057124
gene-LOC117897854;0;9.06E-05;487.315525;565.4394677;513.0420588;681.217537;723.8581955;562.145673;655.7404685;521.9323505;133.808118;1.256370616;634.9622353;767.6518838;694.0948896;740.3417499;703.7045492;860.403407;768.149902;698.9030029;69.24689914;1.099079413;0.874805093
gene-LOC117891988;0;9.08E-05;264.6543232;281.6764876;305.8328389;222.3943148;218.7622785;256.6543091;232.6036341;284.0545499;-51.45091579;0.818869595;188.0550174;139.679777;282.8162821;128.94072;122.4296871;224.0456396;158.4720156;203.5170255;-45.04500995;0.778667117;0.950904909
gene-LOC117903767;0;9.39E-05;2084.030722;2167.865708;1994.388741;2258.489837;2542.372425;2112.46239;2304.441551;2082.095057;222.3464939;1.10678979;2831.887321;2779.510185;3069.15416;2885.368827;2643.416635;2949.224352;2826.003271;2893.517222;-67.51395098;0.976667168;0.882432398
gene-LOC117897867;2.52E-113;9.73E-05;115.2369378;233.6871601;144.448735;39.94460993;125.8516583;105.9867997;90.59435597;164.457611;-73.86325498;0.550867518;136.0633361;96.24993038;93.60820605;98.19988609;90.49150784;115.0044158;101.2319366;108.6404909;-7.408554287;0.931806694;1.691525935
gene-LOC117896607;0;9.76E-05;3590.900171;4353.466603;4617.378529;4051.678948;4727.461284;4781.875022;4520.338418;4187.248434;333.0899839;1.079548656;4745.623675;6008.577971;5801.717111;5612.763924;5596.633608;6033.046464;5747.481332;5518.639586;228.8417461;1.041467058;0.964724519
gene-LOC117896874;0;0.000103764;1377.960332;2680.099617;1676.601524;2294.116111;3163.184297;2242.348174;2566.549527;1911.553825;654.9957029;1.342650934;3841.853385;4544.874761;4321.91079;3931.411092;4897.187483;5413.726388;4747.441654;4236.212979;511.2286751;1.120680588;0.834677547
gene-LOC117892527;0;0.000107312;900.4106493;930.5756554;831.8254739;1102.255317;1013.570402;907.1223152;1007.649345;887.6039262;120.0454187;1.135246606;1402.669189;1099.831522;1108.360993;1007.616222;1083.768882;1139.821543;1077.068883;1203.620568;-126.5516852;0.894857492;0.788249432
gene-LOC117897844;0;0.000108627;1767.617435;1743.264484;1801.126296;1567.556044;1686.750078;1497.323318;1583.87648;1770.669405;-186.7929255;0.894507171;2287.633977;2113.977129;2252.571937;2122.825364;2146.245645;1936.333608;2068.468205;2218.061014;-149.592809;0.932556946;1.042537138
gene-LOC117897871;0;0.000110174;1881.877789;2455.801673;2268.343238;1574.033548;2319.386937;2050.117214;1981.179233;2202.007567;-220.8283339;0.899714998;1524.351847;1908.565693;2397.963406;1196.330786;2017.428322;1478.019714;1563.926274;1943.626982;-379.700708;0.80464322;0.89433123
gene-LOC117898936;0;0.000117291;2160.204291;1823.594446;1679.590119;2383.721587;2175.797797;1772.68118;2110.733521;1887.796285;222.937236;1.118093905;2351.793924;2184.403908;2258.546929;2488.299722;2269.739938;2659.583601;2472.541087;2264.91492;207.6261667;1.091670625;0.976367566
gene-LOC117898437;0;0.0001234;3086.00613;3109.917072;3675.971256;2929.991118;2927.529178;3217.011097;3024.843798;3290.631486;-265.7876884;0.919228972;3542.071564;3844.128317;4259.173376;3525.802867;3915.620774;4114.602432;3852.008691;3881.791085;-29.78239453;0.992327667;1.079521748
gene-LOC117895604;6.61E-172;0.000129752;245.1226388;239.9466376;491.125699;264.4980928;279.5765026;608.9045552;384.3263835;325.3983251;58.92805841;1.18109515;267.7018483;208.9327757;307.7120816;91.36858966;184.1768336;336.4944017;204.013275;261.4489019;-57.43562688;0.780317965;0.660673245
gene-LOC117890134;0;0.000130576;59.57163732;52.16231252;64.7528812;77.73005176;85.30884218;93.51776445;85.51888613;58.82894368;26.68994245;1.453687263;59.73512318;63.3841005;62.7374147;70.87470039;55.35951068;63.8913421;63.37518439;61.95221279;1.4229716;1.022968858;0.703706281
gene-LOC117902661;0;0.000133302;372.0785872;292.1089501;215.1788052;473.9373989;312.5175407;260.8106542;349.0885313;293.1221142;55.96641708;1.190932087;487.8368393;419.0393311;399.3286237;454.2812122;443.9406914;412.3121277;436.8446771;435.401598;1.443079062;1.003314363;0.842461442
gene-LOC117893563;0;0.000133741;238.2865493;200.3032801;205.2168235;278.5326855;243.2568965;267.0451718;262.9449179;214.6022176;48.34270032;1.225266546;110.6205985;120.8993028;169.2914365;107.5929187;183.1122276;163.5618358;151.4223274;133.6037793;17.81854811;1.133368593;0.924997583
gene-LOC117896707;0;0.000143508;2407.280098;2080.233023;1867.871573;1876.317083;1664.789386;1752.93854;1764.68167;2118.461565;-353.7798954;0.833001504;1698.026187;1476.614786;1411.093915;1253.542894;1893.934029;1193.490271;1446.989064;1528.578296;-81.58923137;0.946624107;1.136401438
gene-LOC117899585;0;0.000144596;64.45455841;68.85425253;53.79470131;51.82003451;38.00889008;30.13350188;39.98747549;62.36783742;-22.38036193;0.641155396;51.99168129;65.73165977;77.67489439;65.75122808;75.58702419;85.18845614;75.5089028;65.13274515;10.37615765;1.159307851;1.808154245
gene-LOC117890503;0;0.000145094;1691.443866;2025.984218;1781.202332;2042.573027;2171.574587;1943.091328;2052.412981;1832.876806;219.536175;1.119776831;2643.832304;2536.537799;2792.31287;2607.84741;2571.023429;2776.291786;2651.720875;2657.560991;-5.840116489;0.997802453;0.8910726
gene-LOC117894984;0;0.000147873;326.1791289;395.3903289;342.6921713;277.4531014;309.9836147;308.6086227;298.6817796;354.7538764;-56.07209678;0.841940848;294.250792;341.5698749;254.9329867;204.0849806;238.4717383;207.0079484;216.5215558;296.9178845;-80.39632873;0.729230427;0.866130238
gene-LOC117899109;0;0.000155798;1673.86535;1649.372322;1669.628137;1431.528453;1600.596593;1451.603522;1494.576189;1664.288603;-169.7124136;0.898027053;1655.990359;1697.285358;1513.664609;1724.048435;1837.509912;1509.539443;1690.36593;1622.313442;68.05248805;1.041947805;1.16026327
gene-LOC117893667;0;0.000160299;160.1598118;132.4922738;181.3080674;124.152166;103.0463242;137.1593879;121.452626;157.9867177;-36.53409163;0.768752132;188.0550174;118.5517435;169.2914365;116.1320392;137.3341707;174.6363351;142.7008483;158.6327325;-15.93188414;0.899567486;1.170165842
gene-LOC117892357;0;0.000162403;4045.988417;4352.423357;3946.937159;3724.56498;4249.393911;3620.176571;3864.711821;4115.116311;-250.4044901;0.939150082;5626.163639;5026.124413;5058.826455;4963.790764;4887.606029;4326.721687;4726.039493;5237.038169;-510.9986757;0.902426017;0.960896489
gene-LOC117892961;0;0.000170937;119.1432746;115.8003338;145.4449332;169.4946962;162.1712643;160.0192858;163.8950821;126.7961805;37.0989016;1.292586902;138.2757481;150.2437938;153.3581248;157.1198177;122.4296871;138.8571835;139.4688961;147.2925556;-7.823659456;0.946883538;0.732549229
gene-LOC117894381;0;0.000170989;94.72866918;76.15697628;91.65023186;116.5950776;126.6963003;113.2604036;118.8505938;87.51195911;31.33863474;1.358106881;130.5323062;113.856625;164.3122766;139.1876646;111.7836273;124.375146;125.1154793;136.2337359;-11.11825661;0.918388375;0.676226877
gene-LOC117893817;0;0.000171295;3491.288581;3743.167546;3584.321024;3760.191254;3840.587182;3778.117684;3792.965373;3606.25905;186.7063229;1.051772854;5862.89172;5395.865;6042.70845;4999.65507;4785.403856;5004.821798;4929.960241;5767.155057;-837.1948154;0.854834003;0.812755339
gene-LOC117902716;0;0.000171392;165.0427329;175.2653701;180.3118692;281.7714376;206.0926484;342.8984697;276.9208519;173.5399907;103.3808612;1.595717798;38.71720947;35.21338916;41.82494313;46.96516291;64.94096445;70.7064186;60.87084865;38.58518059;22.28566806;1.577570656;0.988627599
gene-LOC117898663;0;0.000172668;2537.165799;2024.940972;2101.978144;2111.666406;1934.230184;1786.189301;1944.02863;2221.361638;-277.3330079;0.875151797;2752.24049;2407.422039;2711.65048;2979.299153;2406.009503;2188.491438;2524.600031;2623.771003;-99.17097193;0.962202886;1.099469702
gene-LOC117898222;0;0.000175555;21949.70689;25298.72157;23599.9347;24267.96991;25959.22728;25908.5771;25378.59143;23616.12106;1762.470375;1.074629969;24684.98655;31202.58414;29156.96452;31677.57543;29375.67266;32855.48376;31302.91062;28348.1784;2954.732212;1.104230056;1.027544446
gene-LOC117902714;0;0.000178383;1315.458942;692.7155103;693.353928;1412.09594;799.0313337;859.3243467;1023.483874;900.5094601;122.9744135;1.136560935;2017.719716;2818.244913;1780.547579;2397.785045;2155.827098;2726.882481;2426.831541;2205.504069;221.327472;1.10035233;0.968141959
gene-LOC117901234;0;0.000179824;922.8720864;1097.495055;1024.091721;1340.843393;1196.857717;1175.206573;1237.635894;1014.819621;222.8162733;1.219562441;1625.016592;1366.2795;1796.480891;1303.069793;1228.555295;1650.95228;1394.192456;1595.925661;-201.7332049;0.873594861;0.716318273
gene-LOC117900043;0;0.000190283;1071.312888;775.1319641;849.757041;865.8264099;554.9297952;777.2365312;732.6642454;898.7339642;-166.0697188;0.815218156;745.5828338;778.2159005;814.5905591;741.1956619;839.9741139;687.470841;756.213539;779.4630978;-23.24955883;0.970172342;1.190076956
gene-LOC117894644;0.017804215;0.000190729;0;7.302723753;0;3.238752157;21.96069205;8.312690174;11.17071146;2.434241251;8.736470208;4.58899111;0;3.521338916;2.987495938;5.123472318;7.452241822;11.0744993;7.883404479;2.169611618;5.713792861;3.633555616;0.791798356
gene-LOC117890234;0;0.000192101;301.7645235;245.1628688;192.2662473;232.1105712;162.1712643;174.5664936;189.6161097;246.3978799;-56.78177012;0.769552522;181.4177815;212.4541146;164.3122766;210.9162771;186.3060455;186.5627189;194.5950139;186.0613909;8.533622947;1.045864555;1.359055459
gene-LOC117891956;0;0.000194552;692.3982108;1101.66804;948.3806601;602.4079012;1040.598946;830.2299311;824.4122595;914.1489705;-89.73671097;0.901835791;825.2296647;706.6153426;560.6534044;659.2201049;568.4995904;570.7626561;599.4941171;697.4994705;-98.0053534;0.859490426;0.953045372
gene-LOC117895285;0;0.000206666;125.9793642;134.5787663;108.5856008;177.0517846;148.6569923;151.7065957;159.1384575;123.0479104;36.0905471;1.293304835;80.75303689;84.51213399;77.67489439;116.9859513;110.7190214;82.63280245;103.445925;80.98002176;22.46590326;1.277425256;0.987721704
gene-LOC117898072;7.25E-21;0.000215121;7.812673747;4.172985002;0.996198172;19.43251294;10.13570402;12.46903526;14.01241741;4.32728564;9.685131767;3.238154024;3.318617955;5.868898194;1.991663959;14.5165049;8.516847796;8.518845614;10.51739944;3.726393369;6.791006068;2.82240719;0.871609926
gene-LOC117894213;0;0.000234938;636.7329104;750.094054;751.133422;541.9511942;706.1207135;601.6309513;616.5676197;712.6534621;-96.08584245;0.865171717;723.4587141;766.4781041;896.2487814;810.3625382;606.8254055;761.5847979;726.2575805;795.3951999;-69.13761933;0.913077651;1.05537159
gene-LOC117891884;0;0.000242368;3419.997933;3554.339975;3296.419752;4302.142448;3665.746288;4010.873009;3992.920582;3423.585887;569.3346948;1.166297769;4288.760603;4574.219252;5766.862992;4742.627542;4500.089454;5981.081506;5074.599501;4876.614283;197.985218;1.040598909;0.892224041
gene-LOC117898627;0;0.000248304;4885.850845;5303.863937;4519.751108;5863.220988;5572.947928;5068.662833;5501.610583;4903.155297;598.4552865;1.122055136;5277.708754;5459.2491;5335.667745;5485.531028;5524.240402;6083.307653;5697.693028;5357.541866;340.1511613;1.063490155;0.947805612
gene-LOC117894793;1.78E-79;0.00024889;15.62534749;12.518955;16.93536893;38.86502588;16.04819803;33.25076069;29.38799487;15.02655714;14.36143773;1.955737072;25.44273765;19.95425386;45.80827105;47.81907496;14.90448364;61.33568842;41.35308234;30.40175419;10.95132816;1.360220272;0.695502627
gene-LOC117901048;0.026377506;0.000254056;32.22727921;12.518955;0.996198172;12.95500863;1.689284004;1.039086272;5.227792967;15.24747746;-10.01968449;0.34286281;12.16826583;8.216457472;0.995831979;10.24694464;8.516847796;0.851884561;6.538558998;7.126851761;-0.588292764;0.917454048;2.67586341
gene-LOC117890120;0;0.000254111;4314.549077;4716.516298;3792.526442;5469.172809;5017.173491;4442.093812;4976.146704;4274.530606;701.6160979;1.164138747;8179.287052;8211.762353;7261.606793;8106.187118;8112.297526;7317.688382;7845.391009;7884.218733;-38.82772376;0.99507526;0.854773766
gene-LOC117903228;0.022799243;0.000259616;0;2.086492501;2.988594517;2.159168105;12.66963003;14.5472078;9.792001979;1.691695673;8.100306306;5.788276306;3.318617955;9.39023711;0.995831979;0.853912053;3.193817924;3.407538246;2.485089407;4.568229015;-2.083139607;0.543994051;0.093982046
gene-LOC117890679;0;0.000262697;137.6983748;101.1948863;76.70725927;90.68506039;64.19279214;70.65786648;75.178573;105.2001735;-30.02160045;0.71462404;127.2136883;59.86276158;64.72907866;100.7616222;91.55611381;74.11395684;88.8105643;83.93517616;4.875388135;1.05808516;1.48061792
gene-LOC117896958;4.71E-78;0.000270274;548.8403307;662.461369;1737.369613;282.8510217;402.8942349;1460.955298;715.5668515;982.8904375;-267.3235859;0.728023007;273.2328783;374.4357048;1001.806971;76.85208476;68.13478237;19.59334491;54.86007068;549.8251847;-494.9651141;0.099777297;0.137052395
gene-LOC117899342;2.36E-67;0.000273584;12.69559484;21.90817126;15.93917076;5.397920261;4.223210009;9.351776445;6.324302239;16.84764562;-10.52334338;0.37538196;3.318617955;12.91157603;8.962487814;10.24694464;12.77527169;4.259422807;9.093879712;8.397560598;0.696319114;1.082919213;2.884846176
gene-LOC117890998;0;0.000274112;1209.987847;1355.176879;1286.091841;1593.466061;1495.860985;1392.375604;1493.900883;1283.752189;210.1486947;1.163698801;1766.610958;1761.843238;2366.096783;1784.676191;1797.054885;2471.317113;2017.682729;1964.850326;52.83240326;1.026888767;0.882435185
gene-LOC117892315;2.55E-265;0.000274994;605.4822154;284.8062264;532.9660222;522.5186813;274.5086506;438.4944067;411.8405795;474.4181547;-62.57757515;0.868096163;758.8573056;579.8471416;855.4196702;918.809369;705.8337611;529.8721972;718.1717758;731.3747058;-13.20293005;0.98194779;1.131150939
gene-LOC117889634;2.89E-225;0.000284809;83.98624278;143.9679826;150.425924;134.9480065;168.9284004;279.5142071;194.463538;126.1267165;68.33682154;1.541810835;98.45233265;161.9815902;150.3706289;181.8832673;183.1122276;250.454061;205.149852;136.9348506;68.21500142;1.498156613;0.971686396
gene-LOC117893519;1.67E-29;0.000284873;193.3636752;40.68660377;125.5209697;139.2663427;26.18390206;102.8695409;89.43992857;119.8570829;-30.41715434;0.74622147;139.3819541;42.256067;103.5665258;119.5476874;40.45502703;119.2638386;93.08885101;95.06818231;-1.9793313;0.979179876;1.312184005
gene-LOC117897353;0;0.000294386;3251.048863;3624.237474;3664.016878;3091.928726;3517.933937;3331.310587;3313.724417;3513.101072;-199.3766549;0.943247675;5591.871253;5258.532782;5510.934173;5131.157526;4860.99088;4866.816499;4952.988302;5453.779403;-500.7911012;0.908175402;0.962817536
gene-LOC117900017;0;0.000295527;810.5649013;590.4773777;562.8519674;656.3871038;552.3958692;502.9177555;570.5669095;654.6314155;-84.06450598;0.871584981;571.9084942;640.8836828;515.8409653;512.3472318;598.3085577;519.6495824;543.435124;576.2110474;-32.77592344;0.943118197;1.082072566
gene-LOC117899823;0;0.000298248;98.63500606;123.1030575;71.72626841;56.13837072;72.63921215;63.38426257;64.05394848;97.82144401;-33.76749552;0.654804773;60.84132917;26.99693169;32.86245532;29.0330098;36.19660314;23.00088316;29.41016536;40.23357206;-10.82340669;0.730985688;1.116341416
gene-LOC117899552;5.87E-87;0.000300566;779.3142063;3622.150981;2337.080912;878.7814185;4281.490307;3364.561348;2841.611024;2246.182033;595.4289911;1.265084923;1002.222622;541.1124135;633.3491388;216.8936614;550.4012888;356.9396312;374.7448605;725.5613915;-350.816531;0.516489528;0.408264709
gene-LOC117902561;0;0.000301685;759.7825219;1126.70595;931.4452912;961.9093906;1195.168433;1159.620279;1105.566034;939.3112545;166.2547796;1.176996474;1454.66087;1482.483684;1489.764641;1584.006858;1340.338922;1535.09598;1486.480587;1475.636398;10.84418828;1.007348821;0.855863925
gene-LOC117890742;9.73E-56;0.000306707;11.71901062;7.302723753;6.973387207;25.91001725;11.82498803;22.85989798;20.19830109;8.665040527;11.53326056;2.331010573;17.69929576;14.08535567;12.94581573;14.5165049;21.29211949;21.29711403;19.03524614;14.91015572;4.125090424;1.276663135;0.547686548
gene-LOC117895199;9.35E-213;0.00030921;156.2534749;124.1463038;229.1255796;107.9584052;97.13383021;195.3482191;133.4801515;169.8417861;-36.36163462;0.785908783;99.55853864;117.3779639;197.1747319;153.7041695;84.10387199;235.9720235;157.9266883;138.0370781;19.8896102;1.144088896;1.45575278
gene-LOC117896697;0;0.00032171;8634.957659;8661.030371;8081.159574;8859.066733;9644.122377;8740.793718;9081.327609;8459.049201;622.2784076;1.073563635;10943.69581;11042.91884;10135.57789;12473.09336;12343.04167;12235.61796;12350.58433;10707.39751;1643.186815;1.153462764;1.074424213
gene-LOC117892552;2.50E-163;0.000327471;322.2727921;100.15164;199.2396345;115.5154936;81.08563217;81.04872919;92.54995165;207.2213555;-114.6714039;0.446623619;231.1970508;58.68898194;257.9204826;258.735352;227.8256786;23.00088316;169.8539713;182.6021718;-12.74820056;0.930185931;2.08270654
gene-LOC117892058;0;0.000339576;105443.7512;100236.143;102955.0887;106170.614;110090.6385;109508.2631;108589.8385;102878.3276;5711.510903;1.055517144;70580.36666;95347.29384;74765.07334;90580.42884;98685.78002;89343.94903;92870.05263;80230.91128;12639.14135;1.157534561;1.096651596
gene-LOC117896764;0;0.000350264;106.4476798;85.54619253;91.65023186;66.93421124;66.72671814;70.65786648;68.10626529;94.54803473;-26.44176945;0.720335071;85.17786083;73.94811724;80.66239032;58.0660196;80.91005407;63.03945754;67.3385104;79.92945613;-12.59094573;0.842474272;1.169558872
gene-LOC117894663;0;0.000351772;7508.956055;8035.082621;7238.37592;8483.371483;8268.200556;8142.280025;8297.950688;7594.138199;703.812489;1.092678388;9542.132825;9823.361797;8757.346426;11459.49975;10143.56573;10511.4036;10704.82303;9374.28035;1330.542677;1.141935448;1.045079192
gene-LOC117898201;0;0.000352368;1516.635291;1773.518626;1675.605326;2209.908555;1869.19275;1968.029399;2015.710235;1655.253081;360.4571536;1.217765584;2222.367824;2150.364298;2528.417395;2450.727592;1909.903118;2628.063872;2329.564861;2300.383172;29.18168827;1.012685577;0.831593199
gene-LOC117898013;7.07E-117;0.000361349;129.885701;133.5355201;73.71866476;174.8926165;190.0444504;71.69695275;145.5446732;112.379962;33.16471125;1.29511232;256.6397885;253.536402;166.3039405;82.82946913;143.7218066;197.6372182;141.3961646;225.493377;-84.09721236;0.627052406;0.484168359
gene-LOC117892329;0;0.000370058;1012.717834;1296.755089;1092.829395;1675.514449;1401.261081;1403.805553;1493.527028;1134.100773;359.4262548;1.316926206;1684.751715;1475.441006;1672.997725;1566.074705;1449.993337;1961.03826;1659.035434;1611.063482;47.9719522;1.029776575;0.781954653
gene-LOC117902565;0;0.000370165;6915.19285;7257.864164;6209.303208;8092.562056;7961.595509;6469.351128;7507.836231;6794.120074;713.7161565;1.105049094;6858.477106;7793.896802;7886.989276;9044.636465;8254.954727;8824.672171;8708.087788;7513.121061;1194.966726;1.159050642;1.048868008
gene-LOC117899052;0;0.000374048;391.6102716;363.0496951;313.8024243;512.8024248;386.0013948;414.5954224;437.7997474;356.1541303;81.64561701;1.22924237;455.7568658;424.9082292;386.382808;398.7769287;402.4210584;471.944047;424.380678;422.349301;2.031377044;1.004809709;0.817421961
gene-LOC117898906;8.55E-173;0.000379;94.72866918;160.6599226;180.3118692;66.93421124;141.8998563;127.8076114;112.213893;145.233487;-33.01959399;0.772644762;106.1957745;163.1553698;194.187236;136.6259285;141.5925946;151.6354519;143.2846583;154.5127934;-11.2281351;0.927332004;1.200204867
gene-LOC117903515;0;0.000385986;6434.713415;6284.515413;5953.280278;7423.219943;7219.999831;6145.156211;6929.458662;6224.169702;705.28896;1.113314545;9240.138592;7775.116327;8294.284556;8370.899855;7872.761182;7438.65599;7894.105676;8436.513158;-542.4074826;0.935707149;0.840469706
gene-LOC117896127;0;0.000386686;2036.178095;2049.978882;1877.833555;2526.226682;2148.769253;2265.208072;2313.401336;1987.996844;325.4044916;1.163684612;2563.079267;2666.827339;3244.420589;2428.525879;2608.284638;3062.524998;2699.778505;2824.775732;-124.9972268;0.955749681;0.821313328
gene-LOC117895012;0;0.000386894;369.1488345;310.8873826;321.7720097;324.9547997;242.4122545;281.5923796;282.986478;333.9360756;-50.94959766;0.847427093;430.3141281;388.5210604;389.3703039;377.4291274;370.4828791;390.1631291;379.3583786;402.7351642;-23.3767856;0.941954943;1.111546881
gene-LOC117899758;0;0.000388078;68.36089529;80.32996128;87.66543917;112.2767414;97.97847221;110.1431448;106.7994528;78.78543191;28.0140209;1.355573616;237.8342867;112.6828453;124.4789974;128.94072;101.1375676;115.8563003;115.3115293;158.3320432;-43.02051385;0.728289277;0.537255424
