Gene;(Intercept);Selection;C_PT1_G9_C;C_PT2_G9_C;C_PT3_G9_C;W_PT1_G9_C;W_PT2_G9_C;W_PT3_G9_C;meanWPT9;meanPT9;WPT-PT;meanWPT9DIVmeanPT9;C_PT1_G23_C;C_PT2_G23_C;C_PT3_G23_C;W_PT1_G23_C;W_PT2_G23_C;W_PT3_G23_C;meanWPT23;meanPT23;WPT23-PT23;meanWPT23DIVmeanPT23
gene-LOC117894035;0;4.70E-05;11668.22824;11430.84917;12617.84605;13160.1296;14362.2926;10538.41297;12686.94505;11905.64115;1699.765084;1.065624681;14108.55113;13966.80392;13838.08118;16419.02095;14610.65239;15983.05814;15670.9105;13971.14541;1699.765084;1.121662543
gene-LOC117903134;0;4.71E-05;10230.69627;11108.48607;10396.32413;11860.3104;11164.47798;10217.33531;11080.7079;10578.50216;-1986.954719;1.047474182;16189.32459;15905.88789;18715.66622;14811.10456;14656.43045;15382.47952;14950.00484;16936.95956;-1986.954719;0.882685277
gene-LOC117895044;0;4.72E-05;899.4340651;909.7107304;727.2246658;1001.854;880.1169659;787.627394;889.8661201;845.4564871;172.2947971;1.052527402;1043.152244;964.8468631;743.8864885;1305.631529;1033.732401;929.4060565;1089.589996;917.2951985;172.2947971;1.187829171
gene-LOC117902011;0;4.75E-05;1344.756469;1203.906173;1434.525368;1122.767414;1285.545127;1108.705052;1172.339198;1327.729337;125.0388075;0.8829655;1278.774118;1446.096515;1337.402348;1464.459171;1534.097209;1438.833024;1479.129801;1354.090994;125.0388075;1.09234151
gene-LOC117892585;0;4.82E-05;182.6212488;199.2600338;224.1445888;232.1105712;297.3139846;210.9345132;246.7863563;202.0086238;60.91200334;1.22166248;264.3832304;295.792469;296.7579298;282.6448895;373.6766971;383.3480526;346.5565464;285.6445431;60.91200334;1.213244064
gene-LOC117903560;0;4.89E-05;5873.177489;6498.380894;5152.336948;6860.756652;5232.557201;6671.972951;6255.095601;5841.298444;374.8274198;1.070839927;5724.615972;6467.52581;6129.345833;6127.672892;6637.818251;6680.47873;6481.989958;6107.162538;374.8274198;1.061375052
gene-LOC117890521;0;4.90E-05;1197.292252;1164.262815;1239.270526;1123.846998;1169.829172;996.4837346;1096.719968;1200.275198;-122.8886628;0.913723761;1577.449734;1381.538635;1344.373172;1405.539239;1287.108623;1242.047691;1311.565184;1434.453847;-122.8886628;0.914330696
gene-LOC117895635;0;5.05E-05;2676.817343;2882.48939;2185.65879;3395.291844;2514.499239;3097.516176;3002.435753;2581.655174;-272.3385712;1.162988684;3100.695376;2945.013114;3392.799554;2698.362087;2822.270439;3100.859803;2873.830776;3146.169348;-272.3385712;0.913438044
gene-LOC117902059;0;5.11E-05;3560.62606;3753.600009;3956.899141;3360.745155;4205.472527;3412.359316;3659.525666;3757.041737;-282.3500011;0.974044454;4722.393349;4656.383827;4722.235246;4449.735708;4540.544481;4263.68223;4417.987473;4700.337474;-282.3500011;0.939929845
gene-LOC117900007;0;5.15E-05;1441.438306;1461.587997;990.2209833;1623.694415;983.1632901;1685.397933;1430.751879;1297.749096;158.5794563;1.102487287;922.5757914;1267.68201;946.0403803;1052.019649;1373.341707;1186.675194;1204.012183;1045.432727;158.5794563;1.151687863
gene-LOC117901677;0;5.16E-05;3834.069641;3767.16221;4081.423912;3840.080474;4312.742061;4079.452703;4077.425079;3894.218588;851.5218623;1.047045765;4814.208446;5448.685083;4895.51001;6185.738911;5642.411665;5884.81855;5904.323042;5052.80118;851.5218623;1.168524712
gene-LOC117902767;0;5.18E-05;1253.934136;1415.685162;994.205776;1542.725611;1196.857717;1565.903011;1435.162113;1221.275025;130.4447163;1.175134252;1445.811222;1473.093447;1557.481216;1608.770308;1537.291027;1721.658699;1622.573345;1492.128628;130.4447163;1.087421898
gene-LOC117895416;0;5.30E-05;2999.090135;2826.154092;2396.852803;3114.599991;2737.484728;2468.868982;2773.651233;2740.69901;-218.1047902;1.012023292;4132.785559;3517.817577;3489.395255;3764.898241;3395.028453;3325.757328;3495.228007;3713.332797;-218.1047902;0.941264411
gene-LOC117890562;0;5.33E-05;2694.395859;2673.84014;2399.841397;3013.11909;2587.983094;2662.139028;2754.413737;2589.359132;338.7443654;1.063743419;3023.260957;2919.189962;2987.495938;3354.166544;3074.582055;3517.431354;3315.393317;2976.648952;338.7443654;1.113800576
gene-LOC117901375;0;5.34E-05;988.303229;586.3043927;923.4757058;812.9267913;643.6172054;677.4842492;711.3427486;832.6944425;93.65207434;0.854266238;780.9814253;720.7006982;753.8448083;889.7763592;848.4909617;798.215834;845.494385;751.8423106;93.65207434;1.124563453
gene-LOC117902541;0;5.35E-05;179.6914962;220.1249588;262.0001193;260.1797566;245.7908225;264.9669993;256.9791928;220.6055248;-76.79961271;1.164881038;394.9155366;359.1765695;491.9409978;286.9144498;287.4436131;441.2762028;338.5447552;415.3443679;-76.79961271;0.815094128
gene-LOC117896602;0;5.39E-05;855.4877753;590.4773777;780.023169;756.7884206;693.4510835;755.4157195;735.2184079;741.9961073;89.64971112;0.990865586;642.7056772;703.0940036;734.9240007;777.9138802;771.8393316;799.9196031;783.2242716;693.5745605;89.64971112;1.129257496
gene-LOC117895038;0;5.46E-05;924.8252548;869.0241266;942.4034711;889.5772591;897.8544479;780.3537901;855.928499;912.0842842;-112.3540142;0.938431364;1290.942384;1101.005301;1262.71495;1151.073447;1028.409371;1138.117774;1105.866864;1218.220878;-112.3540142;0.90777205
gene-LOC117889583;0;5.46E-05;11294.19649;10444.98146;10127.35062;11035.50818;10413.59124;10200.70993;10549.93645;10622.17619;513.7074821;0.993199158;14502.36046;13486.72805;14129.85995;14959.68526;13751.51537;14948.87028;14553.35697;14039.64949;513.7074821;1.036589765
gene-LOC117890967;3.29E-104;5.52E-05;12.69559484;9.389216254;6.973387207;5.397920261;10.13570402;10.39086272;8.641495667;9.6860661;-24.37039897;0.892157412;54.20409326;28.17071133;25.89163146;7.685208476;13.83987767;13.63015298;11.71841304;36.08881202;-24.37039897;0.324710413
gene-LOC117896247;0;5.58E-05;367.1956661;535.1853265;495.1104917;480.4149033;565.9101412;462.3933909;502.9061451;465.8304947;24.54521165;1.079590432;519.9168129;612.7129715;646.2949546;569.5593393;639.8281907;643.1728438;617.5201246;592.974913;24.54521165;1.041393339
gene-LOC117893348;0;5.63E-05;584.9739468;541.444804;710.2892969;591.6120606;750.0420976;601.6309513;647.7617032;612.2360159;-133.4605859;1.058026131;853.9910203;740.6549521;860.3988301;748.0269584;660.0557042;646.5803821;684.8876816;818.3482675;-133.4605859;0.836914684
gene-LOC117902307;0;5.63E-05;987.3266448;1293.625351;1185.475825;842.0755608;1350.582561;1033.89084;1075.516321;1155.47594;-485.1950889;0.930799408;1342.934066;1943.779082;1679.968549;902.5850399;1641.622413;966.8889772;1170.365477;1655.560566;-485.1950889;0.706930028
gene-LOC117895646;0;5.79E-05;1682.654608;1638.939859;1666.639542;1761.881173;1868.348108;1597.0756;1742.43496;1662.74467;-173.3478405;1.047926956;2628.34542;2630.440171;2286.430224;2351.673794;2468.821255;2204.677245;2341.724098;2515.071938;-173.3478405;0.931076389
gene-LOC117900519;0;5.92E-05;1614.293713;985.8677066;1895.765122;1225.327899;1568.500197;1654.225345;1482.68448;1498.642181;1336.030582;0.989351894;3765.525172;5958.105447;4331.86911;5605.078715;6721.922123;5736.590636;6021.197158;4685.166576;1336.030582;1.28516181
gene-LOC117893110;0;5.99E-05;3486.40566;3270.576995;2161.750034;3520.523594;2413.986841;2751.500448;2895.336961;2972.910896;483.8056485;0.973906404;2851.799029;3137.512975;2502.525764;3494.208121;3343.927366;3105.119226;3314.418238;2830.612589;483.8056485;1.170919062
gene-LOC117900320;0;6.00E-05;328.1322974;278.5467489;315.7948206;236.4289074;334.4782327;257.6933954;276.2001785;307.491289;-61.52231515;0.898237408;400.4465665;400.2588568;346.5495288;327.0483163;337.4800939;298.1595965;320.8960022;382.4183174;-61.52231515;0.839122991
gene-LOC117896347;0;6.00E-05;578.1378573;584.2179002;449.2853757;622.9199981;398.6710248;680.601508;567.3975103;537.2137111;74.27117562;1.056185832;338.4990314;508.2465836;425.2202552;386.82216;561.0473486;546.9098884;498.259799;423.9886234;74.27117562;1.175172567
gene-LOC117891176;0;6.02E-05;424.814135;447.5526414;324.7606042;421.0377804;535.5030291;291.9832424;416.174684;399.0424602;166.663353;1.042933335;382.7472708;482.4234315;295.7620979;670.3209615;596.1793458;394.4225519;553.6409531;386.9776001;166.663353;1.430679587
gene-LOC117893277;0;6.03E-05;90.82233231;67.81100628;109.581799;133.8684225;78.55170617;78.97055665;97.13022843;89.40504585;-39.43671689;1.086406561;190.2674294;159.6340309;141.4081411;137.4798405;112.8482333;122.6713768;124.3331502;163.7698671;-39.43671689;0.759194304
gene-LOC117895583;0;6.43E-05;753.9230166;942.0513641;1003.17156;779.4596857;1037.220378;830.2299311;882.3033317;899.7153134;-175.1982223;0.980647232;1237.844497;1307.590518;1529.59792;1129.725646;1187.035662;1232.67696;1183.146089;1358.344312;-175.1982223;0.871020756
gene-LOC117892151;0;6.45E-05;3266.67421;3576.248146;3248.60224;3515.125674;3294.103807;3414.437489;3407.88899;3363.841532;-186.1510203;1.013094391;3164.855323;3515.470018;3361.928762;3004.916514;3250.24204;3228.642488;3161.267014;3347.418034;-186.1510203;0.94438967
gene-LOC117899306;0;6.66E-05;3284.252726;2851.192002;3483.705009;2818.79396;3193.591409;2695.389789;2902.591719;3206.383246;273.7500171;0.905254144;2893.834856;3077.650213;3138.862399;3339.650039;3355.638032;3236.309449;3310.532507;3036.782489;273.7500171;1.090144756
gene-LOC117890485;0;6.71E-05;3205.149405;3465.664044;2307.194967;3679.22245;2216.340613;3610.824794;3168.795952;2992.669472;681.040814;1.058852634;2546.486177;3378.1378;2887.91274;3186.799782;3710.151821;3958.707557;3618.553053;2937.512239;681.040814;1.231842715
gene-LOC117903908;0;6.79E-05;625.0138998;671.8505853;462.235952;594.8508128;708.6546395;417.7126812;573.7393778;586.3668123;-94.4984252;0.978464957;1080.763247;862.7280345;727.9531769;933.3258739;778.2269674;676.3963417;795.983061;890.4814862;-94.4984252;0.893879405
gene-LOC117897575;0;6.81E-05;1042.015361;1124.619458;1160.570871;1032.082354;1284.700485;1132.604036;1149.795625;1109.068563;120.5245418;1.036721861;901.5578777;1162.041842;829.5280388;1050.311825;1226.426083;977.9634765;1084.900461;964.3759196;120.5245418;1.124976723
gene-LOC117894798;0;6.85E-05;1673.86535;1104.797779;1591.924679;1660.400272;1428.289625;1422.509106;1503.733001;1456.862603;-140.1630495;1.032172147;2174.800966;1746.584103;1861.209969;2010.962885;1636.299383;1714.843622;1787.36863;1927.531679;-140.1630495;0.92728366
gene-LOC117900232;0;6.86E-05;2529.353126;2194.990111;2292.251995;2214.226891;2097.24609;2262.090814;2191.187932;2338.865077;-183.8660618;0.936859485;2643.832304;2468.45858;2560.284019;2489.153634;2183.506854;2448.316229;2373.658906;2557.524968;-183.8660618;0.928107814
gene-LOC117898342;0;6.94E-05;3419.997933;3568.945423;4053.530363;3325.118881;3513.710727;3565.104998;3467.978202;3680.824573;-218.3831179;0.942174269;4504.47077;4251.429852;5046.876471;4281.515033;4010.370706;4855.742;4382.54258;4600.925698;-218.3831179;0.952534961
gene-LOC117898847;0;7.07E-05;1089.867988;1114.186995;1206.395987;1033.161938;1391.125377;1092.079672;1172.122329;1136.81699;-201.2785516;1.031056308;1731.212366;1701.980476;1689.926869;1602.792923;1541.549451;1374.941682;1506.428019;1707.70657;-201.2785516;0.882135166
gene-LOC117896266;0;7.08E-05;3430.740359;4175.071494;3040.396822;4219.014476;4140.435093;3491.329873;3950.259814;3548.736225;-820.5650433;1.113145515;6703.608268;6506.260538;6987.752999;6344.566553;5618.990334;5772.369788;5911.975558;6732.540602;-820.5650433;0.878119555
gene-LOC117901936;0;7.11E-05;2061.569285;1175.738524;1753.308783;1874.157915;1523.734171;2129.087771;1842.326619;1663.538864;1191.131206;1.107474348;3668.179046;4521.399169;3978.348757;5783.546334;5039.844684;4917.929573;5247.106864;4055.975657;1191.131206;1.293673164
gene-LOC117901389;6.80E-171;7.15E-05;41.01653717;41.72985002;10.9581799;45.34253019;24.49461805;44.68070968;38.17261931;31.23485569;14.41795778;1.222116077;8.849647879;11.73779639;13.94164771;23.05562543;26.61514936;28.11219053;25.92765511;11.50969733;14.41795778;2.252679143
gene-LOC117903138;0;7.15E-05;2428.764951;2524.655926;2562.221699;2529.465434;2538.993857;2390.937511;2486.465601;2505.214192;-269.9333912;0.992516172;3616.187365;3348.793309;3563.086822;3267.921427;3252.371252;3197.974643;3239.422441;3509.355832;-269.9333912;0.923081784
gene-LOC117895149;0;7.21E-05;761.7356903;653.0721528;908.5327332;706.0479702;761.8670856;752.2984607;740.0711722;774.4468588;-102.9157363;0.955612595;1105.099779;982.4535577;1089.440185;962.3588837;870.8476872;1035.039742;956.0821043;1058.997841;-102.9157363;0.902817803
gene-LOC117894303;0;7.26E-05;946.3101076;1106.884272;1027.080316;1079.584052;1094.656034;947.6466798;1040.628922;1026.758232;-165.7615756;1.013509208;1546.475967;1367.453279;1368.27314;1291.968936;1297.754683;1195.19404;1261.63922;1427.400795;-165.7615756;0.883871737
gene-LOC117899314;0;7.33E-05;1241.238542;1205.992665;1452.456935;1140.040759;1308.350461;1364.320275;1270.903832;1299.896047;-113.4430602;0.977696512;1057.532922;1476.614786;1316.489877;985.4145091;1299.883895;1225.009999;1170.102801;1283.545861;-113.4430602;0.911617447
gene-LOC117891064;5.88E-164;7.44E-05;121.0964431;129.3625351;74.71486293;82.04838797;106.4248922;104.9477134;97.80699788;108.3912804;35.50054327;0.902351163;64.15994712;144.3748956;96.59570199;89.66076556;174.5953798;147.3760291;137.2107248;101.7101816;35.50054327;1.349036279
gene-LOC117901404;0;7.46E-05;1522.494796;1599.296502;1539.126176;1868.759994;1922.405196;1550.316717;1780.493969;1553.639158;198.8191506;1.146015122;2204.668528;1949.64798;1732.747644;2297.023422;2193.088308;1993.409874;2161.173868;1962.354717;198.8191506;1.101316622
gene-LOC117890955;0;7.47E-05;539.0744885;545.617789;722.243675;543.0307783;699.3635775;640.0771434;627.4904997;602.3119842;-109.2270894;1.041803112;796.4683091;816.9506286;902.2237733;746.3191343;734.5781224;707.064186;729.3204809;838.5475703;-109.2270894;0.869742525
gene-LOC117896306;0;7.48E-05;2162.157459;2408.855592;2691.727462;2199.112714;2709.611542;2172.729394;2360.48455;2420.913504;-289.921222;0.97503878;3234.5463;3028.351468;3414.707857;3056.151237;2812.688985;2939.001737;2935.94732;3225.868542;-289.921222;0.910126151
gene-LOC117890096;0;7.49E-05;1920.941158;1816.291722;1812.084476;2205.590219;2048.256854;1592.919255;1948.922109;1849.772452;-308.1027004;1.053601002;2633.87645;2225.486195;2539.371547;2313.247751;2091.95074;2069.2276;2158.14203;2466.244731;-308.1027004;0.87507213
gene-LOC117899495;0;7.52E-05;4148.52976;4329.471939;3088.214334;5361.214403;2970.60592;5078.01461;4469.944978;3855.405344;445.4817298;1.159396893;3677.028694;4164.570158;4371.702389;3976.66843;4431.954672;5141.123328;4516.582144;4071.100414;445.4817298;1.109425385
gene-LOC117900444;0;7.57E-05;342.7810607;349.4874939;296.8670554;327.1139678;313.3621827;419.7908538;353.4223348;329.71187;-54.62323615;1.071912682;337.3928254;332.1796378;266.8829705;264.7127364;269.3453116;238.5276772;257.5285751;312.1518112;-54.62323615;0.82501067
gene-LOC117900023;0;7.66E-05;19638.13205;15061.34612;12104.80399;16778.89534;12451.71239;17117.90724;15449.50499;15601.42739;2075.207745;0.990262276;9899.437359;13868.20643;9812.928324;12051.2608;14967.2954;12787.63915;13268.73178;11193.52404;2075.207745;1.185393602
gene-LOC117898037;0;7.68E-05;6232.560482;5917.292732;6265.090306;6482.902234;7654.990462;5056.193798;6398.028831;6138.314507;-467.0231393;1.042310365;8410.484103;7817.372394;7825.247693;8078.861933;7333.005953;7240.166887;7550.678258;8017.701397;-467.0231393;0.941750994
gene-LOC117903800;0;7.75E-05;113.2837693;146.0544751;107.5894026;137.1071746;87.84276819;117.4167487;114.1222305;122.3092157;32.05133123;0.933063219;77.43441894;82.16457472;85.64155022;100.7616222;104.3313855;136.3015298;113.7981792;81.74684796;32.05133123;1.392080331
gene-LOC117893133;0;7.83E-05;2556.697484;2602.899395;3034.419633;2615.832159;2996.789822;2649.669993;2754.097325;2731.338837;-222.057736;1.008332356;3538.752946;3614.067508;3837.936448;3445.535134;3287.503249;3591.545311;3441.527898;3663.585634;-222.057736;0.939387868
gene-LOC117891049;0;7.95E-05;706.0703899;766.7859941;508.0610679;913.3281082;740.7510356;786.5883077;813.5558172;660.3058173;180.3345159;1.232089429;800.893133;740.6549521;751.8531444;966.6284439;825.0696303;1042.706703;944.8015924;764.4670765;180.3345159;1.235895726
gene-LOC117901747;0;7.98E-05;2371.146482;2306.61746;2425.74255;2125.700999;2571.090253;1886.980669;2194.590641;2367.835497;-348.3685281;0.926834083;3466.849557;2996.659418;3071.145824;3013.455635;2865.919284;2610.174296;2829.849738;3178.218266;-348.3685281;0.890388734
gene-LOC117891924;0;7.98E-05;4292.08764;4928.295287;5482.078543;4077.588965;5388.815971;5170.493288;4878.966075;4900.82049;647.8933863;0.995540662;5288.770814;5818.42567;5549.771621;6425.688198;6189.619136;5985.340928;6200.216088;5552.322701;647.8933863;1.116688712
gene-LOC117903551;0;8.07E-05;1055.68754;784.5211803;1089.840801;1105.49407;770.3135056;1006.874597;960.8940575;976.6831737;563.9411619;0.983833943;1576.343528;2278.306279;1894.072425;2417.425022;2794.590683;2228.530013;2480.181906;1916.240744;563.9411619;1.29429557
gene-LOC117892436;0;8.12E-05;7803.884489;9453.897521;7091.934789;6038.113604;9344.274466;8139.162766;7840.516946;8116.572266;-710.8192632;0.965988682;6403.826446;7617.829856;5899.308645;5307.917321;7028.528644;5452.061193;5929.502386;6640.321649;-710.8192632;0.892954092
gene-LOC117899032;0;8.23E-05;604.5056312;605.0828252;470.2055374;618.6016619;546.4833752;569.4192769;578.1681047;559.9313313;-88.69165464;1.032569661;737.8393919;723.0482575;854.4238382;701.9157075;629.182131;718.1386853;683.0788412;771.7704959;-88.69165464;0.885080273
gene-LOC117893238;0;8.29E-05;3107.490983;3399.93953;3310.366527;3311.084288;3613.378484;3168.174042;3364.212271;3272.599013;-326.1518699;1.027994037;3991.191193;3993.198331;3948.473798;3862.244215;3582.399104;3509.764393;3651.469238;3977.621108;-326.1518699;0.918003284
gene-LOC117895582;0;8.32E-05;1431.672464;1552.350421;1622.806823;1628.012751;1726.448252;1410.040071;1588.167024;1535.609903;-225.2392402;1.034225568;2170.376142;1882.742541;2062.368029;1806.877904;1690.594288;1942.2968;1813.256331;2038.495571;-225.2392402;0.889507123
gene-LOC117901801;0;8.36E-05;3627.033787;3773.421688;2979.628734;3820.647961;3377.723365;3280.39536;3492.922229;3460.028069;-413.2298086;1.009506905;4588.542425;4386.41451;4863.643387;3989.477111;4217.968871;4391.464914;4199.636965;4612.866774;-413.2298086;0.910418005
gene-LOC117901234;0;8.36E-05;922.8720864;1097.495055;1024.091721;1340.843393;1196.857717;1175.206573;1237.635894;1014.819621;-201.7332049;1.219562441;1625.016592;1366.2795;1796.480891;1303.069793;1228.555295;1650.95228;1394.192456;1595.925661;-201.7332049;0.873594861
gene-LOC117890019;3.71E-287;8.38E-05;26.3677739;35.47037251;21.91635979;29.14876941;16.89284004;40.5243646;28.85532468;27.91816873;18.03986921;1.033567959;19.91170773;16.43291494;16.92914365;28.17909775;46.84266288;32.37161333;35.79779132;17.75792211;18.03986921;2.015877258
gene-LOC117895865;0;8.70E-05;4592.875579;4048.838698;3642.100518;4982.280401;3698.687326;3884.104484;4188.357404;4094.604932;285.4596251;1.022896585;4950.271782;4558.960117;4703.314438;5278.884311;4665.103381;5124.937521;5022.975071;4737.515446;285.4596251;1.060255133
gene-LOC117892226;0;8.91E-05;40635.66933;38227.67235;47695.9761;42397.4249;51958.99738;38896.11641;44417.5129;42186.43926;5034.071855;1.052886038;40109.92281;40138.56853;40646.8739;47930.93744;42265.9218;45800.72156;45332.52693;40298.45508;5034.071855;1.124919723
gene-LOC117900625;3.18E-97;8.96E-05;21.4848528;20.86492501;11.95437807;25.91001725;16.04819803;14.5472078;18.83514103;18.10138529;14.13220873;1.040535889;7.743441894;17.60669458;8.962487814;19.63997722;29.80896729;27.26030596;25.56975016;11.43754143;14.13220873;2.235598473
gene-LOC117896717;0;9.27E-05;1957.074774;1672.323739;1452.456935;2040.413859;1585.393037;1767.485748;1797.764215;1693.951816;-233.4529033;1.061284151;2514.406204;2388.641565;2335.225991;2145.880989;2113.24286;2278.791202;2179.305017;2412.75792;-233.4529033;0.903242302
gene-LOC117896169;0;9.41E-05;1299.833595;1144.441137;1199.4226;1686.31029;1093.811392;1029.734495;1269.952059;1214.565777;235.2439299;1.045601715;1409.306425;1140.913809;1121.306809;1512.278246;1420.18437;1444.796216;1459.086277;1223.842347;235.2439299;1.192217511
gene-LOC117890822;0;9.45E-05;1561.558165;2076.060038;2162.746232;2104.109318;2335.435135;2013.749195;2151.097882;1933.454812;-186.3097273;1.112566929;2974.587893;2889.845471;3228.487277;2799.123709;2805.236743;2929.631007;2844.66382;3030.973547;-186.3097273;0.938531391
gene-LOC117899718;0;9.51E-05;924.8252548;894.0620366;1162.563267;811.8472073;954.445462;945.5685073;903.9537255;993.8168529;-116.5109078;0.909577779;1375.014039;1250.075315;1557.481216;1268.913311;1112.513243;1451.611293;1277.679282;1394.19019;-116.5109078;0.916431123
gene-LOC117895838;0;9.53E-05;5500.122318;5182.847372;5326.671628;6261.587503;4966.494971;5645.355714;5624.479396;5336.547106;-673.1393669;1.053954792;7269.985733;6019.141988;7028.58211;6412.879517;5793.585714;6091.826498;6099.430577;6772.569943;-673.1393669;0.900607986
gene-LOC117901576;0;9.55E-05;336.9215553;341.1415239;282.920281;399.4460993;260.9943786;368.8756265;343.1053681;320.3277867;64.53215096;1.071107104;358.4107391;403.7801957;367.4620004;426.1021144;426.9069958;470.2402779;441.0831294;376.5509784;64.53215096;1.171376931
gene-LOC117890952;0;9.62E-05;474.6199301;700.018234;632.5858395;481.4944873;734.8385416;653.5852649;623.3060979;602.4080012;-93.59992066;1.034690935;762.1759236;1023.535845;944.0487164;718.9939486;898.5274425;831.4393319;816.320241;909.9201617;-93.59992066;0.897133919
gene-LOC117899474;0;9.62E-05;6334.12524;6611.051489;6924.573496;6401.93343;7005.460763;6057.872964;6488.422386;6623.250075;-540.2243921;0.979643274;8248.978029;7829.110191;8162.834734;7721.926695;7574.671509;7323.651574;7540.083259;8080.307651;-540.2243921;0.933143091
gene-LOC117894981;0;9.64E-05;2685.606601;2483.969322;2234.472501;3267.900926;2415.676125;2766.047655;2816.541569;2468.016141;-657.9977854;1.141216835;4713.543701;3872.299028;4194.444297;3692.315717;3192.753318;3921.224636;3602.09789;4260.095676;-657.9977854;0.845543895
gene-LOC117902669;0;9.70E-05;28903.96311;25224.65109;26161.1602;29968.17371;26445.74108;23043.81625;26485.91034;26763.25813;-4009.854623;0.989636994;42703.97584;34903.51134;42769.98768;37985.42376;33520.18372;36842.30351;36115.97033;40125.82495;-4009.854623;0.900067983
gene-LOC117896115;0;9.70E-05;3299.878074;2336.871601;2699.697047;3177.215866;2666.5348;2288.06797;2710.606212;2778.815574;-420.8701754;0.9754538;3819.729266;2869.891217;3183.674838;3160.328508;2728.585113;2721.771174;2870.228265;3291.09844;-420.8701754;0.872118631
gene-LOC117896842;0;9.76E-05;1369.171074;1184.084494;1298.046219;1365.673826;1234.021965;1065.063429;1221.586406;1283.767262;-200.6413;0.951563763;1835.195729;1564.648259;1623.206126;1507.154773;1388.246191;1525.725249;1473.708738;1674.350038;-200.6413;0.88016765
gene-LOC117891575;0;9.92E-05;41.99312139;31.29738751;55.78709765;20.51209699;42.23210009;55.0715724;39.27192316;43.02586885;-20.64782345;0.912751426;56.41650523;51.64630411;46.80410303;31.59474596;29.80896729;31.51972877;30.97448067;51.62230412;-20.64782345;0.600021274
gene-LOC117893412;3.27E-136;9.98E-05;20.50826859;19.82167876;34.86693603;14.03459268;14.35891403;17.66446662;15.35265778;25.06562779;14.17505752;0.612498434;9.955853864;10.56401675;14.93747969;17.93215311;31.93817924;28.11219053;25.99417429;11.81911677;14.17505752;2.199333064
gene-LOC117896683;0;0.000101018;370.1254188;474.6770439;462.235952;401.6052674;524.5226831;322.1167442;416.0815649;435.6794716;-67.88638469;0.955017604;460.1816897;545.807532;465.0535343;399.6308408;446.0699033;421.6828579;422.4612007;490.3475854;-67.88638469;0.861554565
gene-LOC117898330;0;0.000101551;3577.227992;3307.090614;3647.081509;3681.381618;4285.713517;3228.441046;3731.845394;3510.466705;-423.8902617;1.063062466;4882.793217;4340.637104;4633.6062;4699.931939;3783.609634;4101.824163;4195.121912;4619.012174;-423.8902617;0.908229239
gene-LOC117899487;0;0.000102249;4783.309502;6115.50952;3422.93692;6571.428126;3441.916157;6715.614574;5576.319619;4773.918647;672.2300226;1.168080152;3144.943615;4284.295682;3311.141331;3816.986877;4619.325324;4320.758495;4252.356899;3580.126876;672.2300226;1.187767095
gene-LOC117889850;0;0.000102378;389.6571031;288.9792114;280.9278846;385.4115067;307.4496887;360.5629363;351.1413772;319.854733;70.95242674;1.097815167;494.4740752;501.2039058;396.3411278;561.0202188;547.2074709;496.6486993;534.9587963;464.0063696;70.95242674;1.152912614
gene-LOC117900293;0;0.000104167;1987.348884;2914.830024;3019.47666;1829.894969;3199.503903;3314.685207;2781.361359;2640.551856;-164.6455996;1.053325786;1341.82786;1486.005023;1710.83934;1121.186525;1414.86134;1508.687558;1348.245141;1512.890741;-164.6455996;0.89117152
gene-LOC117894384;0;0.000104723;2524.470205;2618.548089;2748.510758;2284.399855;2675.825862;2333.787766;2431.337828;2630.509684;-360.2394495;0.92428393;3180.342206;3135.165415;3432.632833;2951.120055;2963.863033;2752.439018;2889.140702;3249.380151;-360.2394495;0.889135948
gene-LOC117893796;0;0.000106099;18957.45285;16031.56513;18450.58635;16704.40404;18781.45955;15201.83216;16895.89858;17813.20144;820.6769235;0.948504323;18055.49408;17114.88091;17283.65983;19413.69052;17791.69505;17710.68003;18305.3552;17484.67828;820.6769235;1.046936919
gene-LOC117897120;0;0.000106319;788.1034642;712.537189;804.9281233;653.1483516;745.8188876;690.9923707;696.6532033;768.5229255;92.31055193;0.906483307;836.2917246;775.8683412;799.6530794;975.1675644;859.1370215;854.4402151;896.248267;803.9377151;92.31055193;1.114823015
gene-LOC117897826;0;0.000106955;4537.210279;6176.017802;4108.321263;6735.524902;5045.891319;6428.826763;6070.080995;4940.516448;-257.6193049;1.228632889;6455.818128;6371.275879;7453.802365;6038.012126;6237.526405;7232.499926;6502.679486;6760.298791;-257.6193049;0.96189232
gene-LOC117901590;0;0.000107717;2429.741535;2762.516071;3466.76964;1936.77379;3080.409381;2830.471004;2615.884725;2886.342415;-543.8167198;0.906297434;3102.907788;3340.576852;3780.178193;2415.717198;3122.489323;3054.006153;2864.070891;3407.887611;-543.8167198;0.840424104
gene-LOC117897348;0;0.000107834;2596.737437;2614.375104;2570.191285;2704.358051;2585.449168;2575.894868;2621.900695;2593.767942;-186.2614821;1.010846288;3308.662101;3538.945611;3682.586659;3241.450153;3325.829065;3404.130707;3323.803308;3510.06479;-186.2614821;0.94693503
gene-LOC117902423;0;0.000108822;1053.734372;1264.414456;1186.472023;1117.369494;1357.339697;981.9365268;1152.215239;1168.20695;-206.7420818;0.986310892;1657.096565;1727.803628;1641.131102;1529.356487;1558.583147;1317.865416;1468.601683;1675.343765;-206.7420818;0.876597218
