Gene;(Intercept);Selection;C_PT1_G9_C;C_PT2_G9_C;C_PT3_G9_C;W_PT1_G9_C;W_PT2_G9_C;W_PT3_G9_C;meanWPT9;meanPT9;WPT-PT;meanWPT9DIVmeanPT9;C_PT1_G23_C;C_PT2_G23_C;C_PT3_G23_C;W_PT1_G23_C;W_PT2_G23_C;W_PT3_G23_C;meanWPT23;meanPT23;WPT23-PT23;meanWPT23DIVmeanPT23
gene-LOC117902965;0;3.52E-07;4947.37565;5015.927972;5546.831424;4157.478185;4709.723802;5266.089225;4711.097071;5170.045015;-738.9451534;0.91122941;6253.382432;5482.724693;5924.204445;5203.740051;5090.94577;5148.790289;5147.82537;5886.770523;-738.9451534;0.874473593
gene-LOC117896441;0;3.53E-07;3738.364388;4524.558988;4096.366885;4723.180229;4400.584829;4624.972995;4582.912684;4119.76342;624.0743391;1.112421325;4337.433667;4664.600285;4439.418964;4973.183796;5002.583474;5337.908662;5104.558644;4480.484305;624.0743391;1.13928725
gene-LOC117893935;0;3.58E-07;348.640566;365.1361876;210.1978144;481.4944873;301.5371946;408.3609048;397.1308622;307.9915227;81.33255056;1.289421406;205.7543132;314.5729432;227.0496913;303.1387788;370.4828791;317.7529414;330.4581998;249.1256492;81.33255056;1.326472006
gene-LOC117893061;0;3.68E-07;1569.370839;2204.379327;1770.244152;1978.877568;2076.13004;1917.114171;1990.70726;1847.998106;-210.2267883;1.077223647;2501.131732;2562.360951;2584.183986;2388.392012;2286.773633;2341.830659;2338.998768;2549.225557;-210.2267883;0.917533077
gene-LOC117896125;0;3.72E-07;9554.899993;7551.016361;8598.186426;9391.301671;8961.651639;6918.236397;8423.729902;8568.03426;-1074.545801;0.983157822;12317.60364;9972.431811;10257.06939;10661.94589;9397.276937;9264.244605;9774.489145;10849.03495;-1074.545801;0.900954711
gene-LOC117891756;0;3.91E-07;4150.482928;4539.164436;3875.210891;5216.55014;4185.201119;4485.735435;4629.162231;4188.286085;-447.822686;1.105264096;5281.027372;5479.203354;6313.574749;4663.213721;5113.302496;5953.8212;5243.445805;5691.268491;-447.822686;0.921314082
gene-LOC117891930;0;3.96E-07;1196.315668;1449.069042;1236.281932;1458.518055;1505.996689;1208.457334;1390.990693;1293.88888;-529.3519726;1.075046485;1960.197005;1724.282289;2136.059596;1528.502575;1394.633827;1309.346571;1410.827657;1940.17963;-529.3519726;0.727163421
gene-LOC117893236;0;4.00E-07;1662.14634;1456.371766;1480.350484;1566.47646;1373.387895;1426.665451;1455.509935;1532.956196;156.960986;0.949479143;1397.138159;1347.499025;1330.431524;1532.772135;1543.678663;1469.500868;1515.317222;1358.356236;156.960986;1.115552152
gene-LOC117902352;0;4.03E-07;212.8953596;270.2007789;165.3688966;264.4980928;173.1516104;237.9507562;225.2001531;216.1550117;55.19526865;1.041845624;125.0012763;197.1949793;124.4789974;191.2762999;252.311616;168.6731432;204.0870197;148.891751;55.19526865;1.370707365
gene-LOC117898367;0;4.13E-07;1566.441086;1756.826686;1882.814546;1174.587449;1860.74633;2337.944111;1791.09263;1735.360773;-437.4990521;1.03211543;2258.872621;3375.790241;2564.267347;2071.59064;2762.652504;2052.189908;2295.477684;2732.976736;-437.4990521;0.839918487
gene-LOC117891676;0;4.18E-07;3609.455271;2780.251257;3349.218256;2945.105295;3235.823509;2866.839024;3015.922609;3246.308261;249.7710955;0.929031492;3508.885384;3656.323575;3418.691185;3854.559007;3802.772541;3675.881882;3777.73781;3527.966715;249.7710955;1.070797464
gene-LOC117899710;0;4.20E-07;3566.485566;3154.776661;3522.556738;3448.191463;3422.489391;2905.285216;3258.655357;3414.606321;-437.0156247;0.954328274;4565.3121;3876.994147;3961.419614;4069.744844;3640.952433;3381.981709;3697.559662;4134.575287;-437.0156247;0.894302173
gene-LOC117901927;0;4.25E-07;82897.35138;73872.26699;84707.7268;76340.62709;101695.7417;88212.18995;88749.51957;80492.44839;6689.2846;1.102581936;54083.51681;66387.80259;59883.36024;61016.28574;76159.78221;63246.46549;66807.51115;60118.22655;6689.2846;1.111268828
gene-LOC117895661;0;4.31E-07;2965.886271;1806.902506;2240.44969;2644.980928;2448.617163;2017.90554;2370.50121;2337.746156;-224.2741823;1.014011382;3375.03446;2804.159557;3011.395905;3129.587674;2681.74245;2706.437252;2839.255792;3063.529974;-224.2741823;0.926792235
gene-LOC117900376;0;4.44E-07;1201.198589;2521.526187;1387.704054;1263.113341;1736.583956;1532.652251;1510.783183;1703.476277;-287.5400862;0.886882432;1309.747886;1250.075315;1113.340153;1053.727473;836.780296;920.0353263;936.8476985;1224.387785;-287.5400862;0.765156032
gene-LOC117903824;0;4.47E-07;2116.258001;2495.445031;2335.088516;2682.76637;2234.078095;2601.872024;2506.23883;2315.597183;-371.9257484;1.082329366;3085.208492;3050.653281;3806.069825;2868.290586;2740.295779;3217.567988;2942.051451;3313.977199;-371.9257484;0.887770577
gene-LOC117897832;0;4.50E-07;6958.162556;5758.719302;6967.410018;5542.584524;6980.966145;7878.352112;6800.63426;6561.430625;579.0845268;1.036456018;4501.152152;5305.483967;4418.506492;5219.96438;5641.347059;5101.084754;5320.798731;4741.714204;579.0845268;1.122125565
gene-LOC117902746;0;4.63E-07;6072.40067;8630.77623;7435.623159;6287.49752;6896.501945;8597.399812;7260.466426;7379.600019;925.2397802;0.983856362;7854.062493;8404.262214;7987.568306;8959.245259;8773.417836;9288.949257;9007.204118;8081.964337;925.2397802;1.114482042
gene-LOC117891165;0;4.65E-07;2597.714021;2665.49417;3055.339795;2429.064118;2803.366804;2522.901468;2585.110796;2772.849328;-245.6925284;0.932294002;3781.012056;3542.46695;3733.37409;3573.621942;3291.761673;3454.391896;3439.92517;3685.617699;-245.6925284;0.93333749
gene-LOC117901558;7.34E-181;4.68E-07;113.2837693;235.7736526;215.1788052;83.12797202;310.8282567;131.9639565;175.3067284;188.0787424;-49.43253148;0.932092198;129.4261002;242.9723852;130.4539893;88.8068535;170.3369559;95.41107088;118.1849601;167.6174916;-49.43253148;0.705087273
gene-LOC117895707;0;4.70E-07;3624.104034;4204.282389;3193.811341;4886.19742;3461.342923;4456.641019;4268.060454;3674.065921;288.5561308;1.161672258;4452.479089;4581.26193;5282.88865;4607.709438;4826.923489;5747.665136;5060.766021;4772.20989;288.5561308;1.060465935
gene-LOC117897423;0;4.75E-07;1643.59124;1132.965428;1053.977666;1375.390083;1045.666798;1044.281703;1155.112861;1276.844778;232.4041154;0.90466193;1306.429268;1090.441284;1061.55689;1449.088754;1330.757468;1375.793567;1385.213263;1152.809148;232.4041154;1.201598084
gene-LOC117891457;0;4.80E-07;4746.199301;4286.698843;5798.869561;3607.969903;5205.528657;5087.366386;4633.621649;4943.922569;-874.2399672;0.937235886;5761.120769;4706.856352;5224.134563;4723.841477;4270.134564;4075.415742;4356.463927;5230.703895;-874.2399672;0.832863801
gene-LOC117895007;0;4.93E-07;101972.9709;75302.5576;97898.3868;87400.9657;100280.1217;85698.64026;91126.57588;91724.63844;6988.570528;0.993479805;72512.90851;79893.31111;72466.69313;82720.16839;86140.46322;76977.99274;81946.20812;74957.63759;6988.570528;1.093233602
gene-LOC117894299;0;4.98E-07;3129.95242;3685.789003;3758.655704;3591.776142;3922.517456;3551.596877;3688.630158;3524.799042;-674.9312163;1.046479562;5279.921166;4765.545334;5552.759117;4445.466148;4442.600732;4685.365088;4524.477322;5199.408539;-674.9312163;0.87019077
gene-LOC117899141;0;5.01E-07;7673.022204;6782.143874;6998.292161;7305.545282;6736.864606;8010.316069;7350.908652;7151.152746;536.34866;1.027933385;4366.195022;6218.684526;4836.755923;4628.203327;6820.930479;5581.547646;5676.893817;5140.545157;536.34866;1.104336922
gene-LOC117897092;0;5.04E-07;422.8609666;447.5526414;272.9582992;483.6536554;392.7585308;465.5106497;447.307612;381.1239691;95.07284187;1.173653846;466.8189256;496.5087872;500.9034856;550.7732741;588.7271039;609.949346;583.149908;488.0770661;95.07284187;1.194790635
gene-LOC117891769;0;5.18E-07;2900.455129;3129.738751;2727.590596;3487.056489;3017.06123;3339.623277;3281.246999;2919.261492;301.4000711;1.123999;3690.303165;3726.750353;3815.032313;3858.828567;4023.145978;4254.3115;4045.428682;3744.02861;301.4000711;1.080501541
gene-LOC117889977;0;5.24E-07;1850.627094;1826.724184;2031.248073;1997.230497;2152.992463;1693.710623;1947.977861;1902.866451;-198.4897096;1.023707082;2506.662762;2386.294006;2440.784181;2319.225136;2261.22309;2157.823594;2246.090607;2444.580316;-198.4897096;0.918804177
gene-LOC117896159;6.11E-14;5.32E-07;21.4848528;18.77843251;9.961981724;9.71625647;7.601778016;9.351776445;8.889936977;16.74175568;-26.60061988;0.531003865;48.67306333;44.60362627;12.94581573;6.831296423;17.03369559;2.555653684;8.8068819;35.40750178;-26.60061988;0.248729265
gene-LOC117890451;0;5.61E-07;16852.91386;20039.71722;10207.04647;14960.8758;9925.388163;14847.50374;13244.58923;15699.89252;2365.48692;0.843610185;9472.441848;17893.09681;10186.36532;10378.44709;21395.38627;12874.53138;14882.78825;12517.30133;2365.48692;1.188977389
gene-LOC117901845;0;5.85E-07;806.6585644;950.3973341;835.8102666;951.11355;988.2311421;866.5979506;935.3142143;864.2887217;-135.1493286;1.08217797;1223.463819;1068.139471;1199.977535;1070.805714;987.9543444;1027.372781;1028.710947;1163.860275;-135.1493286;0.88387839
gene-LOC117892300;0;6.27E-07;1078.148977;1106.884272;1160.570871;873.3834983;987.3865001;1022.460891;961.0769632;1115.201373;-159.9520474;0.86179679;1362.845773;1363.93194;1238.814982;1126.309998;1251.976626;1107.44993;1161.912185;1321.864232;-159.9520474;0.878995101
gene-LOC117891869;0;6.51E-07;233492.4974;212341.2986;221112.1615;251896.1082;237651.0076;216592.3379;235379.8179;222315.3192;29623.26678;1.058765625;192403.5132;206446.7104;197012.4113;234891.5658;215945.7405;233895.1289;228244.1451;198620.8783;29623.26678;1.149144778
gene-LOC117903103;0;6.61E-07;91491.2925;59559.97168;76650.47598;77175.14556;78670.80069;60959.03522;72268.32716;75900.58005;4510.325913;0.952144596;58255.01957;57737.04665;57157.76812;64694.08495;62422.10671;59564.62042;62226.93736;57716.61145;4510.325913;1.078146062
gene-LOC117897194;0;6.65E-07;4563.578052;4300.261044;4961.066898;4386.350004;3966.43884;4550.158784;4300.982543;4608.301998;540.0872465;0.93331178;3673.710076;3984.981874;3991.294573;4567.575571;4398.951887;4303.720804;4423.416087;3883.328841;540.0872465;1.139078422
gene-LOC117899033;0;6.72E-07;1796.914962;1946.697503;1806.107287;1500.621833;1999.267618;1594.997427;1698.295626;1849.906584;231.0531664;0.918043992;2026.569364;2455.547004;2187.842859;2349.96597;2616.801485;2396.351271;2454.372909;2223.319742;231.0531664;1.103922599
gene-LOC117890582;0;6.72E-07;6254.045335;6847.868388;7391.790439;6020.840259;7500.420976;6834.070409;6785.110548;6831.23472;-382.1902647;0.993248048;9078.632518;8964.155101;9139.745906;8839.697572;8553.0444;8643.22076;8678.654244;9060.844508;-382.1902647;0.957819576
gene-LOC117900047;0;6.88E-07;602.5524627;412.0822689;530.9736259;458.8232222;530.4351771;388.6182656;459.2922217;515.2027858;-96.62929994;0.891478529;654.873943;582.1947008;608.4533394;538.8185054;518.4631096;498.3524684;518.5446945;615.1739944;-96.62929994;0.842923627
gene-LOC117894625;0;6.92E-07;834.9795067;695.845249;743.1638366;783.7780219;771.1581476;809.4482057;788.1281251;757.9961974;-209.5002143;1.039752083;1242.269321;1034.099862;1207.944191;1022.986639;923.0133799;909.8127116;951.937577;1161.437791;-209.5002143;0.819619944
gene-LOC117893652;1.36E-10;7.11E-07;0.976584218;11.47570875;17.9315671;2.159168105;18.58212404;2.078172543;7.606488229;10.12795336;20.03780241;0.751039026;1.106205985;2.347559278;0.995831979;15.37041695;15.96908962;33.22349789;21.52100149;1.483199081;20.03780241;14.50985358
gene-LOC117890529;0;7.12E-07;2001.021063;2279.493057;1714.457055;2366.448243;1848.921342;2620.575577;2278.648387;1998.323725;263.9360786;1.140279905;2179.22579;2309.998329;2430.825861;2381.560716;2485.854951;2844.44255;2570.619406;2306.683327;263.9360786;1.114422329
gene-LOC117900228;0;7.21E-07;49023.55118;26000.8263;31078.39438;40098.99045;27845.31287;27429.7994;31791.36758;35367.59062;2625.586573;0.898884177;24992.51182;27094.3554;25076.04507;28794.76834;29631.17809;26613.72558;28346.55734;25720.97076;2625.586573;1.102079606
gene-LOC117891396;0;7.24E-07;1186.549825;1528.355757;1014.129739;942.4768776;1227.264829;1135.721295;1101.821;1243.011774;-164.7829809;0.88641236;1132.754928;849.8164585;982.8861636;885.5067989;772.9039375;812.6978716;823.7028693;988.4858502;-164.7829809;0.833297583
gene-LOC117903643;0;7.26E-07;1351.592558;1651.458814;1004.167758;1789.950359;1113.238158;1735.274074;1546.154197;1335.73971;145.2469253;1.157526564;1075.232217;1309.938077;1260.723286;1241.588125;1491.51297;1348.533261;1360.544785;1215.29786;145.2469253;1.119515495
gene-LOC117891490;2.31E-124;7.29E-07;109.3774325;75.11373003;58.77569217;166.255944;151.1909183;133.0030428;150.1499684;81.08895155;112.8583572;1.85166987;73.009595;98.59748966;51.78326292;262.1510002;208.662771;91.15164807;187.3218064;74.46344919;112.8583572;2.515620865
gene-LOC117896919;0;7.37E-07;13155.56601;8044.471837;9462.886439;11102.44239;8943.914157;7400.372427;9148.909659;10220.97476;-1492.677196;0.895111266;15646.17745;12042.97909;11981.85038;13987.07943;11178.36273;10027.53317;11730.99178;13223.66897;-1492.677196;0.887120798
gene-LOC117900611;0;7.40E-07;3442.45937;3929.908625;4326.488663;3599.33323;4376.934853;3844.619205;3940.295763;3899.618886;-391.5403809;1.010430988;3973.491898;4068.320228;4522.073018;3768.31389;3670.7614;3950.188711;3796.421334;4187.961715;-391.5403809;0.906508128
gene-LOC117898442;0;7.77E-07;34991.98913;32024.53015;38863.6831;33545.91526;37376.25322;31921.76935;34281.31261;35293.40079;1589.082921;0.971323586;46981.67438;42324.14622;42777.95434;49444.92351;43683.97695;43722.12323;45617.0079;44027.92498;1589.082921;1.036092614
gene-LOC117898979;0;7.79E-07;15480.81303;14815.14;17978.38842;15428.33569;19740.97287;18716.02193;17961.77683;16091.44715;2283.267407;1.116231291;17616.33031;19341.54089;20793.96756;20336.76945;20464.92065;23799.95088;21533.88033;19250.61292;2283.267407;1.118607517
gene-LOC117892932;0;8.04E-07;1294.950674;1396.906729;1335.901749;1375.390083;1453.628885;1440.173573;1423.06418;1342.586384;-201.0033403;1.05994236;1897.143264;1809.968203;1738.722636;1621.578989;1574.552236;1646.692857;1614.274694;1815.278034;-201.0033403;0.88927132
gene-LOC117893203;7.34E-189;8.07E-07;74.2204006;33.38388001;22.91255796;56.13837072;38.00889008;12.46903526;35.53876535;43.50561286;-24.24056533;0.816877709;55.31029924;48.12496519;36.84578323;23.05562543;30.87357326;13.63015298;22.51978389;46.76034922;-24.24056533;0.481599994
gene-LOC117892027;0;8.08E-07;2156.297954;2363.996003;1766.25936;2329.742385;2136.099623;2697.467961;2387.76999;2095.517772;344.5065697;1.139465397;1867.275702;2156.233196;2155.976235;2337.157289;2355.973022;2519.874533;2404.334948;2059.828378;344.5065697;1.167250133
gene-LOC117894565;0;8.12E-07;3221.751336;3012.895171;2436.70073;3839.00089;2745.931148;3259.613634;3281.515224;2890.449079;302.3553696;1.135295981;3408.220639;3474.387731;3609.890925;3708.540046;3637.758615;4053.266743;3799.855135;3497.499765;302.3553696;1.086449004
gene-LOC117899157;0;8.13E-07;1116.235762;1443.852811;895.582157;1475.791399;1047.356082;1305.092357;1276.079946;1151.890243;222.258601;1.107813834;1070.807393;1449.617854;1357.318988;1291.968936;1577.746054;1674.805048;1514.840013;1292.581412;222.258601;1.171949402
gene-LOC117900258;0;8.16E-07;2829.164481;3952.860043;2736.55638;4415.498774;2955.402364;4350.65422;3907.185119;3172.860301;-255.1767974;1.231439379;3838.534767;3939.204468;4610.702064;3678.653124;3596.238982;4348.018801;3874.303636;4129.480433;-255.1767974;0.938206077
gene-LOC117900479;0;8.29E-07;3568.438734;1215.381882;1527.171798;2868.454827;1416.464637;1638.639051;1974.519505;2103.664138;-418.3727524;0.938609671;6347.409941;6353.669185;5415.334303;5871.499276;6103.386052;4886.409844;5620.431724;6038.804476;-418.3727524;0.930719275
gene-LOC117902929;0;8.54E-07;2585.018426;2845.975771;2625.978382;2599.638398;1940.142678;2556.152228;2365.311101;2685.657527;-604.3889653;0.880719555;2859.542471;2086.980198;2855.050285;2187.72268;1814.088581;1986.594797;1996.135352;2600.524318;-604.3889653;0.767589574
gene-LOC117899969;0;8.65E-07;19008.23523;22134.5557;17025.02677;23934.37844;18696.99535;23585.1802;22072.18466;19389.27256;3495.391873;1.138370952;23215.945;24618.85414;23273.58919;27741.04086;25691.07138;28162.45171;27198.18799;23702.79611;3495.391873;1.147467491
gene-LOC117903379;0;8.79E-07;155814.012;126005.3686;153558.9673;132582.6379;160508.1642;131505.7195;141532.1739;145126.116;12456.86603;0.975235731;115232.3712;131779.0663;119337.5169;133360.5688;142537.9647;127821.019;134573.1842;122116.3181;12456.86603;1.102008202
gene-LOC117893313;0;8.86E-07;76.17356903;50.07582002;61.76428669;85.28714013;70.10528615;59.22791749;71.54011459;62.67122525;39.08230493;1.141514536;56.41650523;84.51213399;80.66239032;102.4694464;125.623505;110.744993;112.9459814;73.86367652;39.08230493;1.529113994
gene-LOC117891826;0;9.24E-07;8556.830921;7801.395461;8044.300242;8788.893769;9084.969371;7050.200354;8308.021165;8134.175541;-550.9495723;1.021372249;9779.967112;8574.460261;9416.587196;9257.260566;8256.019333;8604.885955;8706.055284;9257.004857;-550.9495723;0.940482955
gene-LOC117898051;0;9.31E-07;503.9174567;522.6663715;470.2055374;492.2903278;457.795965;401.0873009;450.3911979;498.9297885;-285.5421686;0.902714587;834.0793126;795.8225951;922.1404128;560.1663067;424.7777838;710.4717242;565.1386049;850.6807735;-285.5421686;0.664336873
gene-LOC117897373;0;9.34E-07;1451.204149;1325.965984;1379.734469;1616.137326;1497.550269;1149.229417;1420.972337;1385.634867;-204.5776967;1.025502729;1884.974998;1596.340309;1541.547904;1569.490353;1408.473704;1431.166063;1469.71004;1674.287737;-204.5776967;0.877812103
gene-LOC117895414;0;9.58E-07;2188.525233;2275.320072;1975.460976;2393.437844;2283.911973;1821.518234;2166.28935;2146.435427;-199.6080422;1.009249718;2611.75233;2604.617018;2536.384051;2396.077221;2396.428049;2361.424004;2384.643091;2584.251133;-199.6080422;0.922759812
gene-LOC117895626;0;9.70E-07;1048.851451;1298.841582;1316.973984;1416.414277;1337.912931;1197.027385;1317.118197;1221.555672;-169.2628553;1.078230184;1911.523942;1699.632917;2013.572262;1802.608344;1494.706788;1819.625423;1705.646852;1874.909707;-169.2628553;0.90972213
gene-LOC117894302;0;9.96E-07;114.2603536;116.84358;71.72626841;106.8788212;79.39634817;91.43959191;92.57158708;100.9434007;35.77264907;0.91706428;58.6289172;56.34142266;67.71657459;73.43643655;99.00835563;117.5600695;96.66828722;60.89563815;35.77264907;1.587441895
gene-LOC117903711;0;1.01E-06;1418.000285;1500.188108;1222.335158;1666.877777;1258.516583;1493.166972;1472.853777;1380.174517;181.4102013;1.067150392;1278.774118;1204.297909;1440.968874;1366.259285;1442.541096;1659.471126;1489.423835;1308.013634;181.4102013;1.138691369
gene-LOC117900719;1.01E-230;1.03E-06;935.5676812;1161.133077;554.882382;1012.649841;1118.30601;540.3248613;890.4269042;883.8610466;-402.2346077;1.007428608;2001.126627;1525.91353;887.2862936;1407.247063;1259.428868;540.9466965;1069.207543;1471.44215;-402.2346077;0.726639197
gene-LOC117891633;0;1.06E-06;4430.762599;4725.905514;3551.446485;5585.767886;3993.467384;5075.936437;4885.057236;4236.038199;497.2515779;1.153213688;4823.058094;4987.389685;5238.076211;5225.087852;5301.737753;6013.453119;5513.426241;5016.174663;497.2515779;1.099129638
